scenario,method,arm,far_target,threshold,first_eligible_day,far_d504,far_alarms,far_lo,far_hi,trunc_mean_valid_days,far_d63,detect_d63,detect_d63_lo,detect_d63_hi,far_d126,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,detect_d252,detect_d252_lo,detect_d252_hi,detect_d504,detect_d504_lo,detect_d504_hi,trunc_mean_detect_days,trunc_mean_detect_se,median_detect_days,median_detect_note,undetected_at_H,n_test_valid,n_test_invalid,covered_by_guarantee
jump_k5,ewma_student_t,A_nominal,0.15,-1.682611577581437,1,0.1552,1552,0.14823559395590777,0.16242921132051083,464.3142,0.0039,0.014,0.011876744048833454,0.016496502367464198,0.0297,0.1096,0.10362651150274718,0.11587331442507712,0.0858,0.3233,0.31420190151153493,0.33253380351266204,0.5992,0.5895586655135947,0.6087651492096628,352.6229,1.5554620586117098,391,,0.40080000000000005,10000,10000,True
jump_k5,binary_gaussian,B_buffered,0.05,-2.038897441440935,1,0.0392,392,0.0355698505848916,0.04318404231352394,497.0923,0.0,0.0003,0.00010203219941781012,0.0008817357722363795,0.0015,0.0107,0.008863014753198816,0.012912766052345299,0.0114,0.0982,0.0925208132697518,0.10418776782092391,0.342,0.33276458985803486,0.3513567536270989,441.7347,1.0650750255601749,,not reached within 504d,0.6579999999999999,10000,10000,True
jump_k5,binary_student_t,B_buffered,0.05,-2.305062496978561,1,0.0444,444,0.04053475956156519,0.04861513975379532,496.1733,0.0,0.0,0.0,0.00038399837067659573,0.0009,0.0125,0.010502016506099209,0.014872381905310471,0.0119,0.1109,0.10489433287458351,0.117204494657477,0.3693,0.35989278602417,0.37880759114992474,435.2194,1.1087078017507437,,not reached within 504d,0.6307,10000,10000,True
jump_k5,trailing_sharpe_252,B_buffered,0.05,-1.5587767045285388,252,0.0397,397,0.03604651144736269,0.04370699745268217,498.3763,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0057,0.0609,0.056379290241712454,0.06575793712741572,0.2831,0.2743548640087523,0.2920117144844472,457.0557,0.8626015580184107,,not reached within 504d,0.7169,10000,10000,True
jump_k5,known_vol_rolling_252,B_buffered,0.05,-1.5817531149731658,252,0.0387,387,0.03509335668205077,0.04266092021473544,498.3571,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0058,0.0576,0.05320116648345306,0.06233859527492157,0.2655,0.2569360580847925,0.27424403715105483,459.474,0.8498716847783898,,not reached within 504d,0.7344999999999999,10000,10000,True
jump_k5,ewma_gaussian,B_buffered,0.05,-2.4796939353563907,1,0.0435,435,0.039674290803033356,0.04767629970939436,496.5388,0.0,0.0,0.0,0.00038399837067659573,0.0006,0.0052,0.003967852921628256,0.006812151865993303,0.0112,0.0899,0.08445009205861065,0.09566486340501829,0.3281,0.31896508828964537,0.3373669303501931,445.6828,1.0218950853059903,,not reached within 504d,0.6718999999999999,10000,10000,True
jump_k5,ewma_student_t,B_buffered,0.05,-2.6035927247924855,1,0.0446,446,0.04072603677221204,0.0488237089438002,495.9184,0.0,0.0,0.0,0.00038399837067659573,0.0014,0.011,0.009135269953194405,0.013240280453327305,0.0132,0.104,0.09816828299142254,0.11013584371815331,0.3537,0.34438687980649507,0.3631254781167649,439.209,1.0825836737366143,,not reached within 504d,0.6463,10000,10000,True
jump_k5,binary_gaussian,B_buffered,0.15,-1.3558582487687252,1,0.1365,1365,0.12991050416292352,0.1433686626525584,470.2095,0.0034,0.011,0.009135269953194405,0.013240280453327305,0.0224,0.0918,0.08629639708779228,0.09761709918202809,0.0722,0.3028,0.29387169984153144,0.3118797491158633,0.5706,0.5608730782984183,0.5802727011316421,362.5672,1.5304652824595797,423,,0.4294,10000,10000,True
jump_k5,binary_student_t,B_buffered,0.15,-1.5439175701370054,1,0.1466,1466,0.13980318362347408,0.15366822642492015,466.6814,0.0032,0.0111,0.00922610769453467,0.013349365912312904,0.026,0.105,0.09914258179426233,0.11116077691857218,0.0821,0.3255,0.3163848926915497,0.3347491227398164,0.5967,0.5870498426005966,0.6062758921145146,353.3318,1.549978043092678,392,,0.4033,10000,10000,True
jump_k5,trailing_sharpe_252,B_buffered,0.15,-1.0090497718296052,252,0.1354,1354,0.128833808862378,0.14224620274951938,483.1508,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0214,0.1593,0.15225841403034837,0.16660324245943062,0.5296,0.5198078730514927,0.5393693942449632,408.7373,1.0692837348625313,478,,0.47040000000000004,10000,10000,True
jump_k5,known_vol_rolling_252,B_buffered,0.15,-1.0080049572102,252,0.1344,1344,0.12785512320476278,0.1412256564038759,482.9643,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0218,0.1548,0.14784321560387417,0.16202189687124094,0.5217,0.5119029573555332,0.5314803771151795,409.9155,1.0684354315550098,485,,0.47829999999999995,10000,10000,True
jump_k5,ewma_gaussian,B_buffered,0.15,-1.6677817340670238,1,0.1379,1379,0.13128105508810847,0.1447970365319355,471.183,0.0006,0.0044,0.0032794410394017762,0.0059011781456128655,0.0191,0.0813,0.07610290669716138,0.0868186535384432,0.068,0.2884,0.2796035946338065,0.2973589134766637,0.5548,0.5450400209610358,0.5645178928175381,368.3743,1.5034175090012878,438,,0.44520000000000004,10000,10000,True
jump_k5,ewma_student_t,B_buffered,0.15,-1.745331556018523,1,0.1445,1445,0.13774532734607178,0.15152769549547926,467.8855,0.0033,0.0101,0.008319720104246149,0.012256521499342778,0.0249,0.0964,0.09076939786738088,0.10234056561742925,0.0775,0.3031,0.29416906486079347,0.3121821536975789,0.5812,0.5715008984241621,0.5908367402404402,360.6045,1.5275645169060228,411,,0.41879999999999995,10000,10000,True
jump_k5,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.027,270,0.024000277570977537,0.03036298488768252,499.5959,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0007,0.0044,0.0032794410394017762,0.0059011781456128655,0.0075,0.0661,0.061395037686082815,0.07113819609999034,0.2885,0.2797026415843474,0.29745978972644865,456.4262,0.9246157292522544,,not reached within 504d,0.7115,10000,10000,True
jump_k5,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0309,309,0.027684349146600024,0.03447591812476875,499.0792,0.0,0.0,0.0,0.00038399837067659573,0.0005,0.0052,0.003967852921628256,0.006812151865993303,0.0065,0.0794,0.0742610670868209,0.08486195234259225,0.3155,0.3064640803515197,0.32467761504725995,450.715,0.9760676863378027,,not reached within 504d,0.6845,10000,10000,True
jump_k5,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0345,345,0.03109785167105089,0.03825965081204902,499.0759,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0051,0.0541,0.04983503962716959,0.05870741011979978,0.2647,0.2561447045628046,0.27343600507043575,460.4344,0.8377859739801208,,not reached within 504d,0.7353000000000001,10000,10000,True
jump_k5,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.024,240,0.0211780889734631,0.027187477475421017,500.4747,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0037,0.0388,0.035188641958211225,0.04276555813890086,0.2066,0.1987781620299656,0.21464716821394744,470.5268,0.7545583635534107,,not reached within 504d,0.7934,10000,10000,True
jump_k5,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0297,297,0.026549131566489234,0.03321205730096917,499.3771,0.0,0.0,0.0,0.00038399837067659573,0.0004,0.0021,0.0013739917049838345,0.0032083938725359184,0.0065,0.0587,0.05426008963159949,0.06347882733035966,0.2731,0.2644557168694468,0.28191854159116614,459.8189,0.8836646742993977,,not reached within 504d,0.7269,10000,10000,True
jump_k5,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0278,278,0.024754675024605585,0.031207973036661382,499.6134,0.0,0.0,0.0,0.00038399837067659573,0.0004,0.0036,0.0026016036387784434,0.004979629943629281,0.0065,0.0627,0.05811447249316934,0.06762137248182443,0.2825,0.2737607624078005,0.2914062768834437,457.9638,0.9104321708011877,,not reached within 504d,0.7175,10000,10000,True
jump_k5,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1276,1276,0.12120339304851928,0.13428260893796065,473.2013,0.0022,0.0087,0.007059092062941591,0.010718224736085231,0.019,0.0811,0.07590898762851074,0.08661272620644213,0.0652,0.2856,0.2768304944448059,0.2945341640565402,0.553,0.5432368889573236,0.5627224072153847,369.0109,1.505064902306547,441,,0.44699999999999995,10000,10000,True
jump_k5,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.1123,1123,0.1062599775321772,0.11863777480444543,478.0003,0.0011,0.005,0.003794901070838226,0.006585257316131604,0.0125,0.0677,0.06294012484480531,0.07279188014648168,0.0543,0.2661,0.2575295971119434,0.27485003732585905,0.5462,0.5364262208415581,0.5559382977089914,375.4416,1.463577864331275,454,,0.4538,10000,10000,True
jump_k5,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.1326,1326,0.12609380060947656,0.13938836139329658,483.6234,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.021,0.1559,0.1489222957328682,0.16314197194583147,0.5236,0.5138039154629885,0.5333779598139154,410.0996,1.0664833363230133,484,,0.47640000000000005,10000,10000,True
jump_k5,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1336,1336,0.12707226342302283,0.14040913058300894,483.1526,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0217,0.1532,0.1462738681987124,0.16039247307118887,0.5177,0.5079014038019871,0.527485002655691,410.6772,1.0667333556335445,488,,0.48229999999999995,10000,10000,True
jump_k5,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.1248,1248,0.1184661934616319,0.1314219589157238,475.0143,0.0003,0.0028,0.001938005730685637,0.004043842249115168,0.0152,0.065,0.06033326197917361,0.07000081660331503,0.0587,0.2619,0.2533752553245752,0.270607604699541,0.5311,0.5213090838688913,0.5408670314324527,378.2424,1.4606974662580865,466,,0.4689,10000,10000,True
jump_k5,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.1235,1235,0.11719571024051997,0.1300934405325995,474.675,0.0016,0.0054,0.0041413174551035775,0.007038533733169711,0.0173,0.0726,0.0676767587059946,0.07785148310125975,0.0612,0.2689,0.2602997152544002,0.27767776879252637,0.5499,0.5401317975002642,0.5596298794623424,374.3872,1.4718360770682906,451,,0.45009999999999994,10000,10000,True
jump_k8,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.0296,148,0.025251375351397144,0.034670878638512606,498.673,0.0,0.0006,0.00020407465419434642,0.001762706048528709,0.0014,0.0052,0.003551168641804525,0.0076085492030240065,0.0086,0.0596,0.05336981270225661,0.06650637917094972,0.2726,0.26043530835290635,0.28511384249170574,459.6548,1.280423736261116,,not reached within 504d,0.7274,5000,5000,False
jump_k8,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0208,104,0.017196560621745918,0.02513920492239683,500.4418,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0032,0.001970727821902371,0.005192060830706388,0.005,0.0654,0.05887540435260451,0.07259188217803915,0.3106,0.29792325988233076,0.32356754561445694,454.12,1.3132747687074569,,not reached within 504d,0.6894,5000,5000,False
jump_k8,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0268,134,0.022673845890277048,0.03165270723052502,500.004,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0036,0.0494,0.04373172063796704,0.055760132354918446,0.2624,0.2503914627516644,0.2747733492126268,461.439,1.1664012320667503,,not reached within 504d,0.7376,5000,5000,False
jump_k8,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0284,142,0.024145272686653944,0.03337882378792394,499.869,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0036,0.0356,0.030810226818122823,0.041102814748446244,0.1932,0.18249386455865996,0.20437719735482718,473.1122,1.0249813069358453,,not reached within 504d,0.8068,5000,5000,False
jump_k8,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0564,282,0.05033958885978194,0.06314151630587275,493.475,0.0,0.0004,0.00010970128207763504,0.0014573865014234437,0.0018,0.0108,0.008287189765234891,0.014063929817809002,0.0174,0.1118,0.10336176390622993,0.12083427988391242,0.3732,0.35989616308724376,0.3866985261260228,434.5712,1.5685133575913812,,not reached within 504d,0.6268,5000,5000,False
jump_k8,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0326,163,0.028025269888894675,0.03789237788934472,498.1686,0.0,0.0,0.0,0.0007677019450571243,0.0008,0.008,0.005880681725099649,0.010874736988836564,0.0096,0.0888,0.08122784547465063,0.09700351260496436,0.3486,0.3355123760000846,0.36192008414887883,442.7018,1.4678836438322915,,not reached within 504d,0.6514,5000,5000,False
jump_k8,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1194,597,0.11070306335447491,0.12868131136610259,474.028,0.0046,0.012,0.009334535211612843,0.015414741886762912,0.0208,0.0764,0.06935789665313093,0.08409250043472145,0.062,0.26,0.24802942219382598,0.27233907473980157,0.5382,0.5243574162081098,0.5519839313632878,376.346,2.0891439972697583,456,,0.4618,5000,5000,False
jump_k8,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.0802,401,0.07298997275947985,0.0880545897935901,485.5886,0.0002,0.0028,0.0016686770757911354,0.00469472573837367,0.0082,0.056,0.0499612059948101,0.06272051333240064,0.0378,0.2478,0.2360297766922193,0.25995745216886756,0.547,0.5331714949227807,0.560756341094384,380.0222,2.0101834615133485,457,,0.45299999999999996,5000,5000,False
