scenario,method,arm,far_target,threshold,first_eligible_day,far_d504,far_alarms,far_lo,far_hi,trunc_mean_valid_days,far_d63,detect_d63,detect_d63_lo,detect_d63_hi,far_d126,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,detect_d252,detect_d252_lo,detect_d252_hi,detect_d504,detect_d504_lo,detect_d504_hi,trunc_mean_detect_days,trunc_mean_detect_se,median_detect_days,median_detect_note,undetected_at_H,n_test_valid,n_test_invalid,covered_by_guarantee
sv_rho0,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1362,1362,0.12961684541447105,0.1430625518000332,482.5664,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0237,0.1547,0.1477451235993833,0.16192006567540596,0.5206,0.5108024674909853,0.5303817117761426,409.7833,1.0684813518966698,484,,0.47940000000000005,10000,10000,True
sv_rho0,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.1354,1354,0.128833808862378,0.14224620274951938,471.0006,0.0011,0.0046,0.0034506598701977897,0.006129805715468581,0.0185,0.0704,0.06554923628020647,0.07558069511987887,0.0707,0.2731,0.2644557168694468,0.28191854159116614,0.5453,0.5355249465459572,0.5550402632016594,373.9297,1.4714911703498061,450,,0.4547,10000,10000,True
sv_rho0,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.086,860,0.08066269648584795,0.09165525416507225,483.8733,0.0007,0.0038,0.002769903124779159,0.005211176858280293,0.0093,0.0597,0.05522314248169482,0.06451500648352297,0.0416,0.2547,0.2462558998411824,0.2633324897594714,0.5551,0.5453405555238283,0.5648171278557231,377.4798,1.4315660087190292,448,,0.44489999999999996,10000,10000,True
sv_rho090,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.031,155,0.026544386492613793,0.036175717931849795,497.9076,0.0004,0.0004,0.00010970128207763504,0.0014573865014234437,0.0026,0.0084,0.006220654387306615,0.011334150165073551,0.0108,0.06,0.05374897325570842,0.06692660445594185,0.2838,0.27147322836062227,0.29645872596042044,457.7988,1.301899816552129,,not reached within 504d,0.7162,5000,5000,False
sv_rho090,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0164,82,0.01323266415044011,0.020309857170819144,501.2608,0.0,0.0,0.0,0.0007677019450571243,0.0006,0.0042,0.002748774410314672,0.006412478838403972,0.0032,0.0602,0.05393858446385878,0.06713668616701347,0.3108,0.29812084148514306,0.3237696569308667,454.3212,1.2989051070064361,,not reached within 504d,0.6892,5000,5000,False
sv_rho090,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0332,166,0.028581422740299713,0.03853530379560562,498.7284,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.004,0.0496,0.04392008579235035,0.05597146011975712,0.2714,0.2592532506109832,0.283897742718297,458.923,1.200558837585439,,not reached within 504d,0.7286,5000,5000,False
sv_rho090,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0294,147,0.02506688068481259,0.03445568038587518,499.3538,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0044,0.036,0.031182316090153147,0.041530111314859876,0.2006,0.18973204664178922,0.21192765328291102,471.4286,1.0562757803305074,,not reached within 504d,0.7994,5000,5000,False
sv_rho090,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0368,184,0.031927002221443804,0.04238419686045712,497.218,0.0,0.0,0.0,0.0007677019450571243,0.001,0.0134,0.010565931089532108,0.01698119644339749,0.011,0.1118,0.10336176390622993,0.12083427988391242,0.3842,0.3708115565734658,0.39776624319700943,433.2344,1.577764773235837,,not reached within 504d,0.6158,5000,5000,False
sv_rho090,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0256,128,0.02157299196762935,0.03035540363784086,499.109,0.0002,0.0008,0.00031114697610156274,0.00205532664584347,0.001,0.014,0.011096433554600585,0.017649772735994947,0.0076,0.1118,0.10336176390622993,0.12083427988391242,0.3948,0.3813369141699253,0.40842461031931476,432.0114,1.5784088345222158,,not reached within 504d,0.6052,5000,5000,False
sv_rho090,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1332,666,0.12406265249698341,0.14290053364991057,469.793,0.0066,0.0122,0.009509858115682888,0.015639111901914846,0.0282,0.073,0.0661126429744546,0.08054297448662417,0.0736,0.2696,0.2574803766111619,0.2820733804451205,0.551,0.5371793296338986,0.5647423647677058,372.699,2.1001152579368885,448,,0.44899999999999995,5000,5000,False
sv_rho090,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.075,375,0.06802108498396975,0.0826314616693288,485.9394,0.0004,0.0042,0.002748774410314672,0.006412478838403972,0.0084,0.0508,0.04505083668536069,0.05723886674207864,0.0382,0.2474,0.23563655900711342,0.25955128401552957,0.541,0.5271614256829296,0.5547756227575757,380.5764,1.9997566846913133,461,,0.45899999999999996,5000,5000,False
sv_rho090,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.1274,637,0.11844339115058711,0.1369287003388695,484.0674,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0228,0.1518,0.14212154729235207,0.16201308034218573,0.5284,0.5145468284264009,0.5422095661031198,409.069,1.5092398910742326,478,,0.4716,5000,5000,False
sv_rho090,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1272,636,0.11824973335905259,0.13672266521118204,483.48,0.0,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0,0.0007677019450571243,0.0246,0.1474,0.13784455997511877,0.15749682343653557,0.5054,0.49154294434476714,0.5192487644742262,413.2306,1.50020060161867,499,,0.49460000000000004,5000,5000,False
sv_rho090,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.1376,688,0.128329513338579,0.14742691703119842,468.5072,0.0022,0.0112,0.008635392875722448,0.014515112545765398,0.026,0.1066,0.0983460562167133,0.11545797167365765,0.076,0.3442,0.3311550771439227,0.3574841387821572,0.6238,0.6102822768985547,0.6371276400998491,344.9548,2.193860550767811,369,,0.3762,5000,5000,False
sv_rho090,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.1106,553,0.1022037493179392,0.11959413695687131,475.4084,0.0018,0.0152,0.012161871202107252,0.01898249260382014,0.022,0.106,0.09776772219825867,0.11483722693444635,0.0616,0.3566,0.3434379024775627,0.36998227444027976,0.6486,0.6352576869187668,0.6617141520631621,339.235,2.1876943379510907,353,,0.35140000000000005,5000,5000,False
sv_rho098,binary_gaussian,A_nominal,0.05,-2.12891411493044,1,0.0476,476,0.043597783455069775,0.0519496582707184,493.6508,0.0017,0.0025,0.0016939976111583195,0.0036880807676648924,0.0061,0.0139,0.011784873697881632,0.01638844951809015,0.0197,0.0791,0.07397033122667959,0.08455291860175598,0.2907,0.28188180741542257,0.29967893430254255,453.0834,1.003745742205415,,not reached within 504d,0.7093,10000,10000,True
sv_rho098,binary_student_t,A_nominal,0.05,-2.0676667475867374,1,0.0479,479,0.043885215617063954,0.05226199570970181,493.98,0.0,0.0002,5.484892732085772e-05,0.0007289958440074673,0.0035,0.0181,0.015666115469572122,0.020903982160085984,0.0179,0.1416,0.1349043441377538,0.1485709058943472,0.4375,0.4278028798480493,0.4472451199482852,420.4146,1.1915208277123346,,not reached within 504d,0.5625,10000,10000,True
sv_rho098,trailing_sharpe_252,A_nominal,0.05,-1.4985123624078582,252,0.0479,479,0.043885215617063954,0.05226199570970181,496.8092,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0063,0.0684,0.06361635022048961,0.07351511717307843,0.3228,0.3137057994084087,0.3320302896141589,450.7566,0.9001726205115727,,not reached within 504d,0.6772,10000,10000,True
sv_rho098,known_vol_rolling_252,A_nominal,0.05,-1.6654025100895187,252,0.0478,478,0.043789399861243195,0.05215788826519671,496.7223,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0086,0.0447,0.04082168371429806,0.04892798520204003,0.2106,0.20272043625663694,0.21870182200031069,469.3725,0.7719127925555652,,not reached within 504d,0.7894,10000,10000,True
sv_rho098,ewma_gaussian,A_nominal,0.05,-2.587967809072658,1,0.05,500,0.04589848269058477,0.05444711584302416,493.7438,0.0001,0.0009,0.00047357706058500574,0.0017097301130243718,0.0033,0.0501,0.04599440546592007,0.05455111626801472,0.0199,0.2146,0.2066638661574007,0.2227553201125815,0.5166,0.5068010866962711,0.5263861645578223,390.7548,1.3779919135711163,488,,0.48340000000000005,10000,10000,True
sv_rho098,ewma_student_t,A_nominal,0.05,-2.804072351613301,1,0.0507,507,0.0465700404698355,0.05517502046605448,493.2087,0.0,0.0032,0.0022677138537914978,0.004513826927312767,0.0044,0.0659,0.06120195860736236,0.07093142877805905,0.0207,0.2385,0.2302487089595065,0.24695212218835733,0.5431,0.5333219668233807,0.5528449325170669,382.1185,1.4232577461711577,461,,0.4569,10000,10000,True
sv_rho098,binary_gaussian,A_nominal,0.15,-1.346698128514831,1,0.1454,1454,0.13862720546388765,0.15244512618059616,464.1005,0.0141,0.0235,0.020708857111790654,0.02665709333546414,0.0398,0.0868,0.08143932955544067,0.09247800669808648,0.085,0.2631,0.25456210710668414,0.27181983132134235,0.5632,0.5534563486072095,0.572895113998737,370.5334,1.5028053070251923,437,,0.43679999999999997,10000,10000,True
sv_rho098,binary_student_t,A_nominal,0.15,-1.3770067072596235,1,0.1468,1468,0.13999919551145482,0.15387206093759112,464.5752,0.008,0.0202,0.017621268357355523,0.023147216479145735,0.035,0.1302,0.12374600404834522,0.13693800114660723,0.0868,0.37,0.3605888145572983,0.3795110250190775,0.6578,0.6484420192725023,0.6670367908417122,332.6864,1.575148543724521,342,,0.34219999999999995,10000,10000,True
sv_rho098,trailing_sharpe_252,A_nominal,0.15,-0.9378423135809821,252,0.1376,1376,0.13098734580168783,0.14449097621737858,481.9716,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0248,0.1755,0.1681694082613901,0.18307980668117896,0.5741,0.5643817603659657,0.5837613310755002,399.4785,1.0773718702424335,438,,0.42589999999999995,10000,10000,True
sv_rho098,known_vol_rolling_252,A_nominal,0.15,-0.9547754996466065,252,0.1429,1429,0.13617776969013837,0.14989648194619884,480.9084,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0273,0.1507,0.14382230103156193,0.15784596023019273,0.5063,0.4965004201181919,0.5160947415023375,413.3192,1.058981687923609,498,,0.4937,10000,10000,True
sv_rho098,ewma_gaussian,A_nominal,0.15,-1.6980048301874298,1,0.1446,1446,0.13784330931237446,0.15162963672950244,465.6973,0.0015,0.0187,0.016223869902920365,0.02154576692869293,0.0304,0.1672,0.16001439175345022,0.17464119756207208,0.0833,0.4283,0.41863081894428816,0.4380242464220668,0.7095,0.7005227956285661,0.7183163090541204,311.5809,1.5986851988291804,298,,0.2905,10000,10000,True
sv_rho098,ewma_student_t,A_nominal,0.15,-1.7983224139471452,1,0.1552,1552,0.14823559395590777,0.16242921132051083,461.3532,0.0052,0.0421,0.03833671543427698,0.04621495027358863,0.0378,0.2025,0.1947385562089654,0.21048992282158718,0.0943,0.4617,0.4519455451674439,0.47148386910774986,0.7409,0.7322212473352746,0.7493937422497333,296.6107,1.6253773468653272,275,,0.2591,10000,10000,True
sv_rho098,binary_gaussian,B_buffered,0.05,-2.2248819931017287,1,0.0421,421,0.03833671543427698,0.04621495027358863,494.945,0.0013,0.002,0.0012951117125432855,0.0030873506646506045,0.0053,0.0119,0.009954278775904261,0.01422058043355023,0.0167,0.0648,0.06014025399538667,0.06979397818645022,0.263,0.2544631996319587,0.271718815595742,459.228,0.9430645039793759,,not reached within 504d,0.737,10000,10000,True
sv_rho098,binary_student_t,B_buffered,0.05,-2.1564949333991574,1,0.041,410,0.037286589733032234,0.04506592077124887,495.7048,0.0,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0023,0.0139,0.011784873697881632,0.01638844951809015,0.0146,0.1192,0.11299501461744059,0.12569743854166668,0.4096,0.39999818391308545,0.4192712429923328,428.399,1.1370009837391093,,not reached within 504d,0.5904,10000,10000,True
sv_rho098,trailing_sharpe_252,B_buffered,0.05,-1.5427272016555253,252,0.0442,442,0.0403435047015169,0.048406548213191875,497.4347,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0057,0.0633,0.0586931158487559,0.06824226832819304,0.3079,0.298927519971037,0.3170200122029769,453.4385,0.8837676313927944,,not reached within 504d,0.6920999999999999,10000,10000,True
sv_rho098,known_vol_rolling_252,B_buffered,0.05,-1.7610918106628506,252,0.0416,416,0.03785929346729353,0.04569275623894275,497.7634,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0071,0.0366,0.03309397743507336,0.0404619122548697,0.1823,0.17485520985383093,0.18998878271089695,474.1285,0.7232475284947384,,not reached within 504d,0.8177,10000,10000,True
sv_rho098,ewma_gaussian,B_buffered,0.05,-2.7169291756618286,1,0.0415,415,0.037763827388615986,0.04558829911729445,495.57,0.0,0.0004,0.00015556283662307484,0.0010281283353569795,0.0025,0.041,0.037286589733032234,0.04506592077124887,0.0161,0.1925,0.18489123735617075,0.20034492164179535,0.492,0.4822063875370849,0.5017997564368458,399.4651,1.3350823430355405,,not reached within 504d,0.508,10000,10000,True
sv_rho098,ewma_student_t,B_buffered,0.05,-2.9295472492107932,1,0.0437,437,0.03986546628744224,0.04788497062563722,494.7957,0.0,0.0024,0.0016133788093978356,0.0035687763690995114,0.0034,0.0574,0.05300868487210344,0.062131230485619464,0.0168,0.2154,0.20745268872558648,0.22356588314700265,0.5176,0.5078013730118374,0.5273851102455147,390.5556,1.3879065023660389,486,,0.48240000000000005,10000,10000,True
sv_rho098,binary_gaussian,B_buffered,0.15,-1.401444376765194,1,0.1324,1324,0.12589812306353074,0.13918419253859068,468.0738,0.0121,0.0197,0.017155009930664444,0.02261385890420749,0.0353,0.0771,0.07203266996590156,0.08249211585601669,0.0756,0.2444,0.23607662456980114,0.2529196753972887,0.5414,0.5316197956536917,0.5511484092812162,378.6859,1.4707110196123918,457,,0.4586,10000,10000,True
sv_rho098,binary_student_t,B_buffered,0.15,-1.4245009951870768,1,0.1366,1366,0.13000839283267326,0.14347069718313446,467.8825,0.0065,0.0167,0.014367626563538568,0.019403546261557426,0.0305,0.1159,0.10977302260751828,0.12232196494083547,0.0789,0.3518,0.34249907852810496,0.3612147385889635,0.644,0.6345617377486722,0.653327670720573,339.7374,1.5552507786921255,355,,0.356,10000,10000,True
sv_rho098,trailing_sharpe_252,B_buffered,0.15,-0.9860586259210277,252,0.1266,1266,0.12022570165644045,0.13326106832678078,483.7364,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0224,0.1617,0.15461401799129224,0.16904579530630756,0.5512,0.5414338860554979,0.5609267925113448,404.4743,1.0708286143651256,456,,0.4488,10000,10000,True
sv_rho098,known_vol_rolling_252,B_buffered,0.15,-1.0138173399256876,252,0.1321,1321,0.12560461617507385,0.13887792982607,482.9227,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0245,0.1373,0.1306936472901703,0.14418490512791848,0.4782,0.4684197465746896,0.48799699575427186,419.3057,1.0440034095073187,,not reached within 504d,0.5218,10000,10000,True
sv_rho098,ewma_gaussian,B_buffered,0.15,-1.7486128807272068,1,0.1365,1365,0.12991050416292352,0.1433686626525584,468.5594,0.0014,0.0156,0.013350536779147534,0.018221480842363948,0.0264,0.1565,0.14951093725347792,0.1637528696271769,0.0758,0.4135,0.4038829555437431,0.4231834761743838,0.6997,0.6906404661113335,0.7086061649394182,316.9166,1.5896344920219312,307,,0.3003,10000,10000,True
sv_rho098,ewma_student_t,B_buffered,0.15,-1.8676400867598089,1,0.1441,1441,0.1373534107508981,0.1511199192893495,465.3225,0.0041,0.0362,0.03271350388973501,0.04004269299890459,0.0323,0.186,0.17849473600920587,0.19374641496757902,0.0854,0.4451,0.4353823617707674,0.45485980125033276,0.7289,0.7201007513668605,0.7375234541790436,303.4885,1.6176145197322027,288,,0.2711,10000,10000,True
sv_rho098,binary_gaussian,C_unified,0.05,-2.2248819931017287,1,0.0421,421,0.03833671543427698,0.04621495027358863,494.945,0.0013,0.002,0.0012951117125432855,0.0030873506646506045,0.0053,0.0119,0.009954278775904261,0.01422058043355023,0.0167,0.0648,0.06014025399538667,0.06979397818645022,0.263,0.2544631996319587,0.271718815595742,459.228,0.9430645039793759,,not reached within 504d,0.737,10000,10000,True
sv_rho098,binary_student_t,C_unified,0.05,-2.52088337439814,1,0.0214,214,0.018742041849824025,0.02442552139058761,500.3476,0.0,0.0,0.0,0.00038399837067659573,0.0005,0.0029,0.0020199966335610452,0.004161774546565626,0.0054,0.0625,0.057921618740657516,0.0674143798336845,0.3083,0.29932410987241426,0.31742311510290305,455.1455,0.9156161358701728,,not reached within 504d,0.6917,10000,10000,True
sv_rho098,trailing_sharpe_252,C_unified,0.05,-1.6112741416431058,252,0.0369,369,0.03337941008580056,0.0407762492051201,498.5635,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0043,0.0546,0.05031560891015105,0.059226456838447655,0.2783,0.2696025941653652,0.2871676707121927,458.8979,0.8457764369720486,,not reached within 504d,0.7217,10000,10000,True
sv_rho098,known_vol_rolling_252,C_unified,0.05,-1.7610918106628506,252,0.0416,416,0.03785929346729353,0.04569275623894275,497.7634,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0071,0.0366,0.03309397743507336,0.0404619122548697,0.1823,0.17485520985383093,0.18998878271089695,474.1285,0.7232475284947384,,not reached within 504d,0.8177,10000,10000,True
sv_rho098,ewma_gaussian,C_unified,0.05,-2.7169291756618286,1,0.0415,415,0.037763827388615986,0.04558829911729445,495.57,0.0,0.0004,0.00015556283662307484,0.0010281283353569795,0.0025,0.041,0.037286589733032234,0.04506592077124887,0.0161,0.1925,0.18489123735617075,0.20034492164179535,0.492,0.4822063875370849,0.5017997564368458,399.4651,1.3350823430355405,,not reached within 504d,0.508,10000,10000,True
sv_rho098,ewma_student_t,C_unified,0.05,-2.9295472492107932,1,0.0437,437,0.03986546628744224,0.04788497062563722,494.7957,0.0,0.0024,0.0016133788093978356,0.0035687763690995114,0.0034,0.0574,0.05300868487210344,0.062131230485619464,0.0168,0.2154,0.20745268872558648,0.22356588314700265,0.5176,0.5078013730118374,0.5273851102455147,390.5556,1.3879065023660389,486,,0.48240000000000005,10000,10000,True
sv_rho098,binary_gaussian,C_unified,0.15,-1.401444376765194,1,0.1324,1324,0.12589812306353074,0.13918419253859068,468.0738,0.0121,0.0197,0.017155009930664444,0.02261385890420749,0.0353,0.0771,0.07203266996590156,0.08249211585601669,0.0756,0.2444,0.23607662456980114,0.2529196753972887,0.5414,0.5316197956536917,0.5511484092812162,378.6859,1.4707110196123918,457,,0.4586,10000,10000,True
sv_rho098,binary_student_t,C_unified,0.15,-1.7093797208677137,1,0.0874,874,0.08202189650449386,0.09309497895098846,483.3614,0.0015,0.0044,0.0032794410394017762,0.0059011781456128655,0.0121,0.0523,0.04810587403933279,0.05683795810177102,0.0421,0.2406,0.23232280226470106,0.24907641609000594,0.556,0.5462421807616732,0.5657148114208111,380.6615,1.403055882121534,449,,0.44399999999999995,10000,10000,True
sv_rho098,trailing_sharpe_252,C_unified,0.15,-1.0216678503228327,252,0.1184,1184,0.1122137796351427,0.12487928792135769,485.1597,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0206,0.1535,0.14656810051426103,0.16069801035661782,0.5357,0.525913350118709,0.5454592323976246,408.1278,1.0631751976349364,470,,0.46430000000000005,10000,10000,True
sv_rho098,known_vol_rolling_252,C_unified,0.15,-1.0138173399256876,252,0.1321,1321,0.12560461617507385,0.13887792982607,482.9227,0.0,0.0,0.0,0.00038399837067659573,0.0,0.0,0.0,0.00038399837067659573,0.0245,0.1373,0.1306936472901703,0.14418490512791848,0.4782,0.4684197465746896,0.48799699575427186,419.3057,1.0440034095073187,,not reached within 504d,0.5218,10000,10000,True
sv_rho098,ewma_gaussian,C_unified,0.15,-1.7486128807272068,1,0.1365,1365,0.12991050416292352,0.1433686626525584,468.5594,0.0014,0.0156,0.013350536779147534,0.018221480842363948,0.0264,0.1565,0.14951093725347792,0.1637528696271769,0.0758,0.4135,0.4038829555437431,0.4231834761743838,0.6997,0.6906404661113335,0.7086061649394182,316.9166,1.5896344920219312,307,,0.3003,10000,10000,True
sv_rho098,ewma_student_t,C_unified,0.15,-1.8676400867598089,1,0.1441,1441,0.1373534107508981,0.1511199192893495,465.3225,0.0041,0.0362,0.03271350388973501,0.04004269299890459,0.0323,0.186,0.17849473600920587,0.19374641496757902,0.0854,0.4451,0.4353823617707674,0.45485980125033276,0.7289,0.7201007513668605,0.7375234541790436,303.4885,1.6176145197322027,288,,0.2711,10000,10000,True
