day,path_index,return,true_variance,forecast_variance,ratio_forecast_over_true,qlike
315,0,0.004505899423503529,1.0001853114861484e-05,6.230478277614655e-06,0.6229323912342759,0.13199335960782266
316,0,0.0013130640375098954,1.362821551442326e-05,6.9699160941678e-06,0.5114327761247445,0.2847520599926636
317,0,-0.007469371301538462,1.1025118249074654e-05,6.6262679849828025e-06,0.6010155932376462,0.15471594211144213
318,0,-0.003648358999676759,1.0782827710787356e-05,9.756386594078259e-06,0.9048077977094798,0.005174361549235229
319,0,0.003690919946791398,8.433878618430704e-06,1.0058862548266885e-05,1.192673383546815,0.014649844889214059
320,0,-0.006319314353336842,8.955750986627851e-06,1.0187187208169539e-05,1.137502284663831,0.0079539937505686
321,0,0.003418092696298402,7.2244501201228845e-06,1.2124801930945834e-05,1.6783010096745739,0.11362264908960507
322,0,0.0025909539803947814,7.234350545801245e-06,1.20192941724162e-05,1.661419929311014,0.1095674061716061
323,0,0.001678715074478726,1.203777856241684e-05,1.1641591749230535e-05,0.9670880460932185,0.0005662770771919234
324,0,0.003977005736515508,1.0818258899338451e-05,1.1074573951751905e-05,1.0236928192233528,0.0002720387099308663
325,0,0.0014452104864966233,8.529954831574983e-06,1.1266765435502731e-05,1.3208470218150523,0.03536315968272752
326,0,-0.005199271659669132,6.780919076272726e-06,1.0684029792834825e-05,1.5756020198234728,0.08931547293498543
327,0,-0.004401208137878383,8.165462108876518e-06,1.1791087791033611e-05,1.4440196566726755,0.059942001737934625
328,0,0.006753087782970748,7.162797560946855e-06,1.235301323383018e-05,1.7246073379459335,0.12484152889019207
329,0,0.0037405105563125254,7.919769236426235e-06,1.4189658367647935e-05,1.791675734992875,0.1412880566595729
330,0,-0.0003976979006472696,8.373966555783443e-06,1.4091066299685371e-05,1.6827230209026136,0.1146881943676703
331,0,-0.0002019352005016251,8.808928360688668e-06,1.3266923192482946e-05,1.5060768630709762,0.07348490216560188
332,0,-0.00201558349879019,7.902507589565736e-06,1.2480524507343876e-05,1.5793119292694933,0.0901764020636524
333,0,0.0026073966985269872,8.272305114175197e-06,1.2025799786576973e-05,1.453742290763658,0.06202095195058366
334,0,-0.006504374127283533,8.187522487309916e-06,1.1652444034150753e-05,1.4231953624812905,0.05554882209648815
335,0,0.0010840647896899365,6.362448401896317e-06,1.3648938465945328e-05,2.1452336590859087,0.2293981660165585
336,0,-0.0026763853719983677,4.153285089769618e-06,1.2877064935595631e-05,3.1004529323822365,0.4540817287237582
337,0,-0.00019414040671528657,3.932072541846484e-06,1.2600308876198245e-05,3.2044955280202423,0.47661627590980493
338,0,-0.0025261241133881927,2.283874921082711e-06,1.1853536220047089e-05,5.190098682999555,0.8394272748960028
339,0,0.0015980583623886018,3.403037494030936e-06,1.1587710097175753e-05,3.405107971187817,0.5189530925769565
340,0,0.001022131554240043,2.2252300233109056e-06,1.10099879704264e-05,4.947797690615691,0.8010526896260803
341,0,-0.0008722259320659123,2.260364620768925e-06,1.0390099457407546e-05,4.596647532853822,0.7428770946611456
342,0,0.0007296476425219198,1.7588139264210255e-06,9.83546951458748e-06,5.5921035004546935,0.9001790992044776
343,0,0.00200696450106007,1.501214063286681e-06,9.262273977662794e-06,6.169855588339245,0.9817537800003742
344,0,-0.00011765601343634434,1.3528470532170629e-06,8.90278911637457e-06,6.58078021103996,1.0361109772124735
345,0,-0.0012215393323290493,1.7581181090596761e-06,8.37461573522869e-06,4.7633976876034945,0.7708953961374181
346,0,-0.001293955489590241,1.5453154810796298e-06,7.993114617291427e-06,5.172480775062877,0.8366832436003828
347,0,0.0019707719738616767,2.2509459739585894e-06,7.647157508767732e-06,3.397308330470137,0.5173341255034722
348,0,-0.0014080255878470803,2.300399601073553e-06,7.376803502317869e-06,3.2067487313400913,0.4770998987904649
349,0,-0.002231230689013656,2.3218235749235456e-06,7.089033930232472e-06,3.053218171611469,0.4437194427199136
350,0,-0.0012752080512582387,2.1663879852707156e-06,7.0178819138224e-06,3.239439085490235,0.48409561025793657
351,0,-0.0006969941464892996,1.78291519125368e-06,6.727102485824699e-06,3.773091686483668,0.5929293822160444
352,0,-0.0004901934950285035,1.7810514419220397e-06,6.3715815417490575e-06,3.5774270140524975,0.5541743414930964
353,0,0.0016344497700686847,1.3172668537781548e-06,6.017737358622849e-06,4.56835100751447,0.7380496753767365
354,0,0.0006886542964347882,9.845378801230957e-07,5.780405265375696e-06,5.87118625100842,0.9403800316148367
355,0,1.915456930743926e-05,7.870106510363971e-07,5.448001158919029e-06,6.922398256929148,1.0792208841660655
356,0,-0.0015423232718879047,7.561080391776188e-07,5.123049097994907e-06,6.77555168381359,1.0609102506976025
357,0,0.002130334466768485,9.784181055874027e-07,4.997475855213115e-06,5.10770991120696,0.8265336032576647
358,0,0.0003134916006234654,1.0887550334686147e-06,4.9215666070431454e-06,4.5203617487431975,0.7298132566240148
359,0,-0.0007885433124344645,1.5706088115771788e-06,4.627067199844598e-06,2.946034152958925,0.4198992888149904
360,0,-0.0015995450228718827,1.3109239682602027e-06,4.4078880978947625e-06,3.362428489079124,0.510067571979069
361,0,-0.00023686468768132764,1.285360811299377e-06,4.3373739300726876e-06,3.3744407733171955,0.5125750135795819
362,0,0.000369026875674336,8.726095932325048e-07,4.088499478439017e-06,4.685370766202023,0.7578753327228336
363,0,-0.002087125130131664,6.564097155981669e-07,3.844936061581636e-06,5.857524607291741,0.9384476726663828
364,0,-0.0011657066605727298,6.252103029248364e-07,3.927660887829175e-06,6.2821435754576225,0.9968925907509565
365,0,-0.0012744935729813698,7.06713847608432e-07,3.803650532092953e-06,5.382164995018517,0.868889546285911
366,0,0.0008007633488893339,5.616777063117622e-07,3.7055986732260946e-06,6.59737538375661,1.0382473291968077
367,0,-0.00029332509072598466,5.812392440028505e-07,3.505032331200306e-06,6.030274740332428,0.9626224956321894
368,0,0.0005982103210161847,5.200710597536957e-07,3.3092387545243072e-06,6.363051149378614,1.0076653124628656
369,0,0.0005449158179712283,5.681736153359032e-07,3.1202747175952127e-06,5.491762787595323,0.8853401894154329
370,0,0.00031000642349441216,5.669364046683571e-07,2.9402620992513273e-06,5.18622913441465,0.8388251915591001
371,0,-0.0002782108153601822,5.286065487377491e-07,2.764593562864904e-06,5.229964648501672,0.8456104000264659
