detector,detector_label,role,statistic,far_target,threshold,first_eligible_day,n_calibration_paths,calibration_far,n_test_valid_paths,n_test_invalid_paths,far_d126,far_d126_lo,far_d126_hi,detect_d126,detect_d126_lo,detect_d126_hi,far_d252,far_d252_lo,far_d252_hi,detect_d252,detect_d252_lo,detect_d252_hi,far_d504,far_d504_lo,far_d504_hi,detect_d504,detect_d504_lo,detect_d504_hi,undetected_at_H,undetected_at_H_lo,undetected_at_H_hi,trunc_mean_detect_days,trunc_mean_detect_days_se,trunc_mean_detect_years,trunc_mean_detect_years_se,median_detect_days,median_detect_note,trunc_mean_valid_days,trunc_mean_valid_days_se,scenario,arm
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.05,-2.3910263025528815,1,5000,0.05,5000,5000,0.0012,0.0005500831677591556,0.002615776292629832,0.0194,0.015929606684229693,0.02360830842535922,0.0128,0.010037035568302636,0.01631101320696103,0.1302,0.12115537667153806,0.13981241568702626,0.0474,0.04184958432057469,0.05364533948009102,0.4006,0.3870988967923484,0.41425372235432906,0.5994,0.585746277645671,0.6129011032076517,427.5194,1.6572659505384653,1.6965055555555557,0.0065764521846764495,,not reached within the 504-day horizon,495.5372,0.6246617033889112,student_t,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.15,-1.303475183321472,1,5000,0.15,5000,5000,0.024,0.020109114739861697,0.02862173751183269,0.1068,0.09853885305910906,0.11566486775048387,0.076,0.06897587602169662,0.08367513522771182,0.3178,0.30503794626325187,0.3308418043255271,0.147,0.13745589028312957,0.1570861072900808,0.5952,0.5815264326407924,0.6087273969088686,0.4048,0.3912726030911314,0.41847356735920754,354.1944,2.2001789289037013,1.4055333333333333,0.008730868765490878,396,,467.9072,1.3953419055696306,student_t,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.15,-1.4081490541070798,1,5000,0.15,5000,5000,0.029,0.024698062696600596,0.03402511253564323,0.1354,0.12619566525136555,0.14516414300697011,0.0844,0.07701015141856624,0.09242796243816526,0.3686,0.35533373157000536,0.38206802050115574,0.1468,0.13726156477427967,0.15688073987970877,0.637,0.6235708783358432,0.6502187713312112,0.363,0.3497812286687888,0.3764291216641569,336.713,2.2681800665650145,1.3361626984126984,0.009000714549861169,357,,465.8636,1.4516856123938977,student_t,per_scenario
trailing_sharpe_252,Trailing 12m Sharpe,fixed scale,calibrated here,0.15,-0.9618956364671452,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0234,0.01956139679590935,0.027970376698119106,0.171,0.16081741923937043,0.18168772864047722,0.1542,0.14445567740468332,0.16447526526051823,0.543,0.529164558048338,0.5567694195843873,0.457,0.4432305804156128,0.47083544195166227,405.8608,1.5224820376552874,1.61055873015873,0.006041595387520982,466,,480.2828,0.9017932862126506,student_t,per_scenario
known_vol_rolling_252,Rolling / fixed sigma_0,fixed scale,calibrated here,0.15,-0.9541888502244783,252,5000,0.15,5000,5000,0.0,0.0,0.0007677019450571243,0.0,0.0,0.0007677019450571243,0.0222,0.018468128073239217,0.02666548790545738,0.1688,0.15867263157546552,0.17943589419294037,0.1568,0.14698527209700052,0.1671416785180867,0.5418,0.5279626517676637,0.5555731683497294,0.4582,0.4444268316502705,0.47203734823233634,405.6132,1.524306629025754,1.6095761904761905,0.0060488358294672785,467,,480.0216,0.9045977482313455,student_t,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.15,-1.6298999347692953,1,5000,0.15,5000,5000,0.0192,0.015749017549122262,0.02338920464124467,0.0922,0.0844909731146427,0.1005351645917459,0.068,0.061348534154977034,0.07531476032555232,0.2996,0.2870606161096339,0.312447078829945,0.1402,0.13085238782396819,0.15010005049569497,0.5636,0.5498099025059843,0.5772924458066045,0.4364,0.42270755419339556,0.45019009749401584,365.0792,2.1514867893047613,1.448726984126984,0.008537645989304609,426,,470.5828,1.324436912600631,student_t,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.15,-1.5739956918821432,1,5000,0.15,5000,5000,0.0254,0.02138975527962131,0.03013894740662692,0.1356,0.126389617180591,0.14536988399696665,0.0814,0.07413799348501177,0.08930472658339006,0.3582,0.3450234933913147,0.3715942268803036,0.15,0.1403715144980469,0.1601658768634931,0.6268,0.6133014738739773,0.6401038369127563,0.3732,0.35989616308724376,0.3866985261260228,340.4346,2.261161089896713,1.3509309523809523,0.0089728614678441,367,,466.1274,1.4333086717792924,student_t,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.05,-1.9301363821161894,1,5000,0.05,5000,5000,0.0014,0.0006783326019524562,0.0028872197776585087,0.0116,0.008984523450010988,0.014965367809920811,0.0186,0.015207890540775303,0.0227312528919257,0.1138,0.10529249264693015,0.12290048033543198,0.055,0.049015647769374275,0.06166760696172658,0.3738,0.3604913584901683,0.3873024094807643,0.6262,0.6126975905192358,0.6395086415098319,433.7762,1.5866751937135932,1.7213341269841271,0.0062963301337841,,not reached within the 504-day horizon,493.8132,0.697550009931382,sv_rho0_control,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.05,-1.928085750231532,1,5000,0.05,5000,5000,0.0022,0.001228915407138813,0.003935408649360061,0.0216,0.01792263398844897,0.026011903232581693,0.0206,0.017015274139237497,0.024920798485683283,0.174,0.16374313850210645,0.18475740316607084,0.0542,0.04825961924472352,0.06082486380948941,0.4862,0.4723621504267983,0.5000590381468855,0.5138,0.49994096185311465,0.5276378495732018,405.7316,1.7895965923863106,1.610046031746032,0.0071015737793107565,,not reached within the 504-day horizon,492.4804,0.7622776768470423,sv_rho0_control,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.05,-2.4879919979249294,1,5000,0.05,5000,5000,0.0018,0.0009472935076811986,0.003417644710373721,0.0056,0.003877382638215079,0.008081721045057406,0.0166,0.013411609285621018,0.020530604954860213,0.0908,0.08314692350146155,0.09908136377037322,0.0522,0.046371228094227626,0.058716325767765545,0.3408,0.32778892861063763,0.3540555076886686,0.6592,0.6459444923113314,0.6722110713893624,443.4548,1.4613762265368548,1.7597412698412698,0.005799112010066884,,not reached within the 504-day horizon,494.6336,0.6667169508168374,sv_rho0_control,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.05,-2.214621871884306,1,5000,0.05,5000,5000,0.0038,0.002434138850885676,0.005927728559389015,0.02,0.016471992331652408,0.024265001535602435,0.0176,0.014308249555492083,0.021632429281099035,0.1572,0.14737452730518363,0.1675518091483476,0.0508,0.04505083668536069,0.05723886674207864,0.4604,0.4466201681603651,0.47424063383368353,0.5396,0.5257593661663166,0.5533798318396349,413.274,1.738454598106587,1.6399761904761905,0.0068986293575658214,,not reached within the 504-day horizon,493.5648,0.7275343988103178,sv_rho0_control,per_scenario
gaussian_oracle_vol,Gaussian oracle (true current var),ideal-information control,calibrated here,0.05,-2.557207869910097,1,5000,0.05,5000,5000,0.005,0.0033891014531031933,0.00737092347250336,0.0754,0.06840295646431328,0.08304897602742921,0.0218,0.018104377913406702,0.026229852226845936,0.3186,0.3058286875424995,0.33164983472316734,0.0432,0.037906663853665874,0.049194708643338324,0.669,0.6558312406206369,0.681909276121934,0.331,0.31809072387806625,0.3441687593793632,346.7114,2.0506755072451623,1.375838888888889,0.008137601219226834,356,,493.7608,0.7658428688262013,sv_rho0_control,per_scenario
binary_gaussian,Fixed Gaussian,fixed scale,calibrated here,0.15,-1.305804523000213,1,5000,0.15,5000,5000,0.031,0.026544386492613793,0.036175717931849795,0.1006,0.09256663145562494,0.10924660885808668,0.0894,0.08180344452007887,0.09762699231720204,0.3138,0.3010848997642372,0.32680099244010224,0.1602,0.15029466775989886,0.17062706248196202,0.5978,0.5841385955832115,0.6113112419163353,0.4022,0.38868875808366476,0.41586140441678854,354.6402,2.1766998123780508,1.407302380952381,0.008637697668166869,391,,462.8434,1.502142051017908,sv_rho0_control,per_scenario
binary_student_t,Fixed Student-t (nu=5),fixed scale,calibrated here,0.15,-1.3073762741341362,1,5000,0.15,5000,5000,0.037,0.032113277569115785,0.04259761443200712,0.1498,0.14017709665055175,0.15996060179176627,0.0912,0.0835308799658389,0.09949679314443981,0.4014,0.3878938086335078,0.41505758219005756,0.1494,0.13978827921940884,0.15955003338446527,0.68,0.6669362173885257,0.6927874099112538,0.32,0.3072125900887463,0.33306378261147435,320.9724,2.2642447589679215,1.2737,0.008985098249872705,316,,463.3018,1.5300694251703637,sv_rho0_control,per_scenario
ewma_gaussian,EWMA Gaussian,forecast scale,calibrated here,0.15,-1.6665255424705745,1,5000,0.15,5000,5000,0.0238,0.01992646446433773,0.028404694868134687,0.0784,0.07126887513142804,0.08617845114864411,0.0814,0.07413799348501177,0.08930472658339006,0.2904,0.27798217534696057,0.3031396453084074,0.1586,0.14873710073088064,0.16898708615720437,0.564,0.5502110201643752,0.5776907139866575,0.436,0.42230928601334256,0.4497889798356249,365.8798,2.1165512675684583,1.4519039682539683,0.008399012966541502,424,,465.2796,1.4295282421019155,sv_rho0_control,per_scenario
ewma_student_t,EWMA Student-t (nu=5),forecast scale,calibrated here,0.15,-1.4824961945608197,1,5000,0.15,5000,5000,0.0326,0.028025269888894675,0.03789237788934472,0.1342,0.12503209909447566,0.14392955164852822,0.0888,0.08122784547465063,0.09700351260496436,0.3896,0.376172693185633,0.40319681540383573,0.1548,0.14503934268608323,0.16509067873678426,0.671,0.6578497234917,0.6838877224430906,0.329,0.31611227755690946,0.34215027650830016,327.0416,2.239308266896462,1.297784126984127,0.008886143916255801,327,,463.4618,1.5079771441124143,sv_rho0_control,per_scenario
gaussian_oracle_vol,Gaussian oracle (true current var),ideal-information control,calibrated here,0.15,-1.658605337867787,1,5000,0.15,5000,5000,0.0536,0.04769284678695339,0.060192557509593625,0.2896,0.2771930391433917,0.30233000983508845,0.1008,0.09275913562040936,0.10945379761252427,0.573,0.5592385740227059,0.5866493414933156,0.144,0.13454166757543412,0.15400493620944655,0.826,0.8152425968339292,0.8362568614978936,0.174,0.16374313850210645,0.18475740316607084,252.1276,2.252930154821605,1.0005063492063493,0.008940199027069861,211,,459.7222,1.6628931319076488,sv_rho0_control,per_scenario
