detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario,sharpe_valid
binary_student_t,504,0.2,0.30000000000000004,2342,0.25232508911827123,0.20794192997438088,0.04438315914389035,sv_jump,0.6
binary_student_t,504,0.30000000000000004,0.4,2920,0.35137526856691603,0.29178082191780824,0.05959444664910779,sv_jump,0.6
binary_student_t,504,0.4,0.5,3053,0.45027658497586404,0.4326891582050442,0.017587426770819814,sv_jump,0.6
binary_student_t,504,0.5,0.6000000000000001,3119,0.5489684655313977,0.5620391151009939,-0.013070649569596249,sv_jump,0.6
binary_student_t,504,0.6000000000000001,0.7000000000000001,2856,0.649535039216375,0.6932773109243697,-0.04374227170799472,sv_jump,0.6
binary_student_t,504,0.7000000000000001,0.8,2377,0.7478466820155003,0.8001682793437106,-0.05232159732821029,sv_jump,0.6
binary_student_t,504,0.8,0.9,1398,0.8434309301851265,0.9005722460658083,-0.05714131588068183,sv_jump,0.6
binary_student_t,504,0.9,1.0,284,0.9225791152616734,0.9401408450704225,-0.01756172980874915,sv_jump,0.6
ewma_student_t,63,0.1,0.2,52,0.17650733867973817,0.17307692307692307,0.0034304156028150956,sv_jump,0.6
ewma_student_t,63,0.2,0.30000000000000004,553,0.266053807747248,0.28028933092224234,-0.014235523174994325,sv_jump,0.6
ewma_student_t,63,0.30000000000000004,0.4,2715,0.36082799454537523,0.36574585635359114,-0.0049178618082159065,sv_jump,0.6
ewma_student_t,63,0.4,0.5,6619,0.4545614834960433,0.4496147454298232,0.004946738066220091,sv_jump,0.6
ewma_student_t,63,0.5,0.6000000000000001,6710,0.5450746005987833,0.5466467958271237,-0.0015721952283404006,sv_jump,0.6
ewma_student_t,63,0.6000000000000001,0.7000000000000001,2727,0.638838386441869,0.6303630363036303,0.008475350138238635,sv_jump,0.6
ewma_student_t,63,0.7000000000000001,0.8,569,0.7331442130837875,0.7521968365553603,-0.01905262347157277,sv_jump,0.6
ewma_student_t,63,0.8,0.9,52,0.8265288523038605,0.9423076923076923,-0.11577884000383176,sv_jump,0.6
ewma_student_t,63,0.9,1.0,3,0.9190483498780598,1.0,-0.08095165012194017,sv_jump,0.6
ewma_student_t,126,0.0,0.1,77,0.06756926691557355,0.11688311688311688,-0.04931384996754333,sv_jump,0.6
ewma_student_t,126,0.1,0.2,475,0.161238703898287,0.18105263157894738,-0.01981392768066037,sv_jump,0.6
ewma_student_t,126,0.2,0.30000000000000004,1464,0.2579409739359621,0.28620218579234974,-0.028261211856387636,sv_jump,0.6
ewma_student_t,126,0.30000000000000004,0.4,3182,0.3551301598400785,0.3714644877435575,-0.016334327903478996,sv_jump,0.6
ewma_student_t,126,0.4,0.5,4705,0.4522239165192364,0.44314558979808716,0.009078326721149221,sv_jump,0.6
ewma_student_t,126,0.5,0.6000000000000001,4968,0.5487008321604157,0.5432769726247987,0.0054238595356169705,sv_jump,0.6
ewma_student_t,126,0.6000000000000001,0.7000000000000001,3044,0.6447235111689806,0.6452036793692509,-0.0004801682002703034,sv_jump,0.6
ewma_student_t,126,0.7000000000000001,0.8,1474,0.7420117851101353,0.7062415196743554,0.03577026543577988,sv_jump,0.6
ewma_student_t,126,0.8,0.9,519,0.8384854944706687,0.8285163776493256,0.00996911682134305,sv_jump,0.6
ewma_student_t,126,0.9,1.0,92,0.9310576131894911,0.9239130434782609,0.007144569711230231,sv_jump,0.6
ewma_student_t,252,0.0,0.1,501,0.06265933685832677,0.07784431137724551,-0.015184974518918745,sv_jump,0.6
ewma_student_t,252,0.1,0.2,1359,0.15502474050930687,0.17071376011773362,-0.015689019608426752,sv_jump,0.6
ewma_student_t,252,0.2,0.30000000000000004,2182,0.2519476951417822,0.2864344637946838,-0.03448676865290157,sv_jump,0.6
ewma_student_t,252,0.30000000000000004,0.4,2749,0.3514454879100655,0.3539468897781011,-0.002501401868035602,sv_jump,0.6
ewma_student_t,252,0.4,0.5,3218,0.45031138259512293,0.4599129894344313,-0.009601606839308385,sv_jump,0.6
ewma_student_t,252,0.5,0.6000000000000001,3092,0.5497628602596275,0.5507761966364813,-0.0010133363768537462,sv_jump,0.6
ewma_student_t,252,0.6000000000000001,0.7000000000000001,2864,0.6475322973016946,0.6256983240223464,0.021833973279348218,sv_jump,0.6
ewma_student_t,252,0.7000000000000001,0.8,2112,0.7472317680664828,0.7206439393939394,0.02658782867254339,sv_jump,0.6
ewma_student_t,252,0.8,0.9,1372,0.8447937992544012,0.8214285714285714,0.023365227825829837,sv_jump,0.6
ewma_student_t,252,0.9,1.0,551,0.93708404512412,0.9201451905626135,0.016938854561506567,sv_jump,0.6
ewma_student_t,504,0.0,0.1,1928,0.05375600234396021,0.06846473029045644,-0.014708727946496226,sv_jump,0.6
ewma_student_t,504,0.1,0.2,2067,0.14945624978873054,0.17513304305757135,-0.025676793268840814,sv_jump,0.6
ewma_student_t,504,0.2,0.30000000000000004,2055,0.25011401540999145,0.27396593673965935,-0.023851921329667902,sv_jump,0.6
ewma_student_t,504,0.30000000000000004,0.4,1989,0.349652945786326,0.35796882855706386,-0.008315882770737859,sv_jump,0.6
ewma_student_t,504,0.4,0.5,1960,0.44957534126582055,0.4673469387755102,-0.01777159750968965,sv_jump,0.6
ewma_student_t,504,0.5,0.6000000000000001,2044,0.5496975923980616,0.5406066536203522,0.00909093877770939,sv_jump,0.6
ewma_student_t,504,0.6000000000000001,0.7000000000000001,1899,0.6512405173374404,0.6266456029489205,0.024594914388519906,sv_jump,0.6
ewma_student_t,504,0.7000000000000001,0.8,2043,0.7505327661594724,0.7317670093000489,0.0187657568594235,sv_jump,0.6
ewma_student_t,504,0.8,0.9,2017,0.8513150593530565,0.8239960337134358,0.027319025639620742,sv_jump,0.6
ewma_student_t,504,0.9,1.0,1998,0.9484038847399556,0.9324324324324325,0.01597145230752317,sv_jump,0.6
ewma_trunc_student_t,63,0.1,0.2,53,0.17587770507963393,0.16981132075471697,0.0060663843249169624,sv_jump,0.6
ewma_trunc_student_t,63,0.2,0.30000000000000004,585,0.2657696196332413,0.28034188034188035,-0.01457226070863904,sv_jump,0.6
ewma_trunc_student_t,63,0.30000000000000004,0.4,2814,0.3601290876898284,0.36318407960199006,-0.0030549919121616864,sv_jump,0.6
ewma_trunc_student_t,63,0.4,0.5,6482,0.4542535263521565,0.4537179882752237,0.0005355380769327955,sv_jump,0.6
ewma_trunc_student_t,63,0.5,0.6000000000000001,6588,0.5454647049016053,0.5453855494839102,7.915541769509815e-05,sv_jump,0.6
ewma_trunc_student_t,63,0.6000000000000001,0.7000000000000001,2813,0.6396623052759205,0.6267330252399573,0.012929280035963164,sv_jump,0.6
ewma_trunc_student_t,63,0.7000000000000001,0.8,606,0.7329709427935125,0.7458745874587459,-0.012903644665233416,sv_jump,0.6
ewma_trunc_student_t,63,0.8,0.9,56,0.827362864715535,0.9464285714285714,-0.1190657067130364,sv_jump,0.6
ewma_trunc_student_t,63,0.9,1.0,3,0.9190483498780598,1.0,-0.08095165012194017,sv_jump,0.6
ewma_trunc_student_t,126,0.0,0.1,96,0.06627822341345603,0.11458333333333333,-0.0483051099198773,sv_jump,0.6
ewma_trunc_student_t,126,0.1,0.2,524,0.16071562057504582,0.1851145038167939,-0.024398883241748076,sv_jump,0.6
ewma_trunc_student_t,126,0.2,0.30000000000000004,1551,0.2576248286361962,0.29142488716956805,-0.03380005853337187,sv_jump,0.6
ewma_trunc_student_t,126,0.30000000000000004,0.4,3181,0.35425945875328824,0.374410562716127,-0.020151103962838757,sv_jump,0.6
ewma_trunc_student_t,126,0.4,0.5,4564,0.45167796634957147,0.4469763365468887,0.004701629802682794,sv_jump,0.6
ewma_trunc_student_t,126,0.5,0.6000000000000001,4779,0.5488633858891669,0.5417451349654739,0.007118250923693004,sv_jump,0.6
ewma_trunc_student_t,126,0.6000000000000001,0.7000000000000001,3045,0.6450372822059136,0.6361247947454844,0.008912487460429164,sv_jump,0.6
ewma_trunc_student_t,126,0.7000000000000001,0.8,1558,0.7421327808294224,0.7034659820282413,0.03866679880118107,sv_jump,0.6
ewma_trunc_student_t,126,0.8,0.9,589,0.8396223814768742,0.8183361629881154,0.02128621848875878,sv_jump,0.6
ewma_trunc_student_t,126,0.9,1.0,113,0.9314951115499649,0.9292035398230089,0.002291571726956043,sv_jump,0.6
ewma_trunc_student_t,252,0.0,0.1,595,0.06088571458984968,0.0773109243697479,-0.016425209779898226,sv_jump,0.6
ewma_trunc_student_t,252,0.1,0.2,1509,0.15448731318183798,0.18223989396951623,-0.027752580787678255,sv_jump,0.6
ewma_trunc_student_t,252,0.2,0.30000000000000004,2157,0.2526631774853649,0.29299953639313864,-0.04033635890777376,sv_jump,0.6
ewma_trunc_student_t,252,0.30000000000000004,0.4,2661,0.3512183271195629,0.35475385193536263,-0.0035355248157997177,sv_jump,0.6
ewma_trunc_student_t,252,0.4,0.5,3081,0.4505505298421325,0.4621876014281078,-0.011637071585975267,sv_jump,0.6
ewma_trunc_student_t,252,0.5,0.6000000000000001,3003,0.5496985331244416,0.5491175491175491,0.0005809840068925487,sv_jump,0.6
ewma_trunc_student_t,252,0.6000000000000001,0.7000000000000001,2756,0.6481141434930938,0.6269956458635704,0.021118497629523447,sv_jump,0.6
ewma_trunc_student_t,252,0.7000000000000001,0.8,2118,0.7472296048878343,0.7119924457034938,0.03523715918434045,sv_jump,0.6
ewma_trunc_student_t,252,0.8,0.9,1465,0.8459879318477266,0.8136518771331058,0.032336054714620754,sv_jump,0.6
ewma_trunc_student_t,252,0.9,1.0,655,0.9391221844894266,0.9190839694656489,0.020038215023777783,sv_jump,0.6
ewma_trunc_student_t,504,0.0,0.1,2173,0.051524465784511586,0.0704095720202485,-0.018885106235736915,sv_jump,0.6
ewma_trunc_student_t,504,0.1,0.2,2080,0.14867048441301547,0.18173076923076922,-0.03306028481775375,sv_jump,0.6
ewma_trunc_student_t,504,0.2,0.30000000000000004,1991,0.24951597398378608,0.2862882973380211,-0.036772323354235,sv_jump,0.6
ewma_trunc_student_t,504,0.30000000000000004,0.4,1871,0.34969374208965326,0.3639764831640834,-0.014282741074430116,sv_jump,0.6
ewma_trunc_student_t,504,0.4,0.5,1907,0.4497958595340346,0.46198217094913474,-0.012186311415100126,sv_jump,0.6
ewma_trunc_student_t,504,0.5,0.6000000000000001,1899,0.5496816405136117,0.5392311743022643,0.010450466211347376,sv_jump,0.6
ewma_trunc_student_t,504,0.6000000000000001,0.7000000000000001,1833,0.6507183314682167,0.6224768139661757,0.028241517502040958,sv_jump,0.6
ewma_trunc_student_t,504,0.7000000000000001,0.8,1971,0.7505082127924138,0.723997970573313,0.0265102422191007,sv_jump,0.6
ewma_trunc_student_t,504,0.8,0.9,2024,0.8506770818626396,0.816699604743083,0.033977477119556565,sv_jump,0.6
ewma_trunc_student_t,504,0.9,1.0,2251,0.9500745095863237,0.9293647267880942,0.020709782798229437,sv_jump,0.6
