detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario
binary_student_t,126,0.2,0.30000000000000004,1150,0.25424058188490817,0.2565217391304348,-0.0022811572455266327,student_t
binary_student_t,126,0.30000000000000004,0.4,1539,0.351381083371836,0.35477582846003897,-0.0033947450882029773,student_t
binary_student_t,126,0.4,0.5,1888,0.45152575453902716,0.4586864406779661,-0.007160686138938943,student_t
binary_student_t,126,0.5,0.6000000000000001,1746,0.5488875426903231,0.5555555555555556,-0.006668012865232442,student_t
binary_student_t,126,0.6000000000000001,0.7000000000000001,1510,0.6480668187865672,0.6198675496688741,0.028199269117693104,student_t
binary_student_t,126,0.7000000000000001,0.8,1116,0.7443341638982032,0.7759856630824373,-0.031651499184234155,student_t
binary_student_t,126,0.8,0.9,470,0.839467822811364,0.8617021276595744,-0.02223430484821043,student_t
binary_student_t,126,0.9,1.0,45,0.9208866368652285,0.9555555555555556,-0.034668918690327066,student_t
binary_student_t,252,0.0,0.1,410,0.06821687701384925,0.041463414634146344,0.026753462379702907,student_t
binary_student_t,252,0.1,0.2,1023,0.153107339477283,0.14760508308895406,0.0055022563883289355,student_t
binary_student_t,252,0.2,0.30000000000000004,1191,0.25023326666357926,0.24769101595298068,0.002542250710598576,student_t
binary_student_t,252,0.30000000000000004,0.4,1175,0.35033032805521724,0.3608510638297872,-0.010520735774569967,student_t
binary_student_t,252,0.4,0.5,1240,0.45091265593509794,0.46774193548387094,-0.016829279548773002,student_t
binary_student_t,252,0.5,0.6000000000000001,1217,0.5494211057079015,0.5373870172555464,0.012034088452355096,student_t
binary_student_t,252,0.6000000000000001,0.7000000000000001,1203,0.6492876225861224,0.6616791354945969,-0.012391512908474511,student_t
binary_student_t,252,0.7000000000000001,0.8,1133,0.7489803574077863,0.7511032656663724,-0.002122908258586076,student_t
binary_student_t,252,0.8,0.9,973,0.8460401582756377,0.8468653648509764,-0.0008252065753386884,student_t
binary_student_t,252,0.9,1.0,435,0.9313100112064894,0.9379310344827586,-0.006621023276269233,student_t
binary_student_t,504,0.0,0.1,1438,0.05108173819074475,0.04242002781641168,0.008661710374333068,student_t
binary_student_t,504,0.1,0.2,1134,0.14711414314193022,0.1402116402116402,0.0069025029302900165,student_t
binary_student_t,504,0.2,0.30000000000000004,878,0.24717989058050596,0.26879271070615035,-0.02161282012564439,student_t
