scenario,sharpe_valid,method,true_state,day,n_paths,median_q,q10,q90,mean_q
gaussian_ctrl,1.0,ewma_trunc_gaussian,valid,126,10000,0.4325023957826556,0.22268272230668845,0.6752327535876289,0.4402222176816176
gaussian_ctrl,1.0,ewma_trunc_gaussian,valid,252,10000,0.36534830031909404,0.12638646120912572,0.7002210192373993,0.39198717736556626
gaussian_ctrl,1.0,ewma_trunc_gaussian,valid,504,10000,0.2542204197958555,0.04420233039925546,0.7117605783248886,0.3194398593729188
gaussian_ctrl,1.0,ewma_trunc_gaussian,invalid,63,10000,0.5329787433137396,0.3670899787688815,0.6954699026169777,0.532088928173269
gaussian_ctrl,1.0,ewma_trunc_gaussian,invalid,126,10000,0.5657383050587892,0.3310298611119555,0.779799160949616,0.5610861969387763
gaussian_ctrl,1.0,ewma_trunc_gaussian,invalid,252,10000,0.6346798429125056,0.3001650418828244,0.8722850722098541,0.6080258038473471
gaussian_ctrl,1.0,ewma_trunc_gaussian,invalid,504,10000,0.7456241333376039,0.28803645444686726,0.9538670014748204,0.6808338619288634
gaussian_ctrl,1.0,ewma_trunc_student_t,valid,63,10000,0.46274590027242213,0.27996362272179404,0.6549841926984293,0.46586581829317275
gaussian_ctrl,1.0,ewma_trunc_student_t,valid,126,10000,0.4228050476237246,0.1916846917680026,0.7006346228415278,0.4359467310959539
gaussian_ctrl,1.0,ewma_trunc_student_t,valid,252,10000,0.3516402729019439,0.0982743633584549,0.73559392730781,0.3868598877342283
gaussian_ctrl,1.0,ewma_trunc_student_t,valid,504,10000,0.23803714667412226,0.02979290886734005,0.7485403310675757,0.3160122020829293
gaussian_ctrl,1.0,ewma_trunc_student_t,invalid,63,10000,0.5378268593339068,0.3450553746634085,0.7219998405143095,0.5347963029620731
gaussian_ctrl,1.0,ewma_trunc_student_t,invalid,126,10000,0.5747115927734473,0.3070456562564651,0.806699773315637,0.5650356617828013
gaussian_ctrl,1.0,ewma_trunc_student_t,invalid,252,10000,0.6452323804011091,0.26773734220491574,0.8981824095353466,0.6125287269480308
gaussian_ctrl,1.0,ewma_trunc_student_t,invalid,504,10000,0.765348815217114,0.2556335341132731,0.9696314034181606,0.685054847135984
gaussian_ctrl,0.6,binary_gaussian,valid,63,10000,0.48835124550193076,0.3933326414941404,0.5837967168141395,0.48873361133342114
gaussian_ctrl,0.6,binary_gaussian,valid,126,10000,0.47597892686611865,0.3458452296546621,0.6114065418474035,0.47752995679353055
gaussian_ctrl,0.6,binary_gaussian,valid,252,10000,0.45257174712055503,0.2774226841730239,0.6410037580088153,0.45631611232617325
gaussian_ctrl,0.6,binary_gaussian,valid,504,10000,0.4103130722561843,0.18940920441116393,0.6726887687722699,0.42077092128647076
gaussian_ctrl,0.6,binary_gaussian,invalid,63,10000,0.5117788866804387,0.41846182921572384,0.6067280541963299,0.5119588355376959
gaussian_ctrl,0.6,binary_gaussian,invalid,126,10000,0.5236041084498951,0.3898342951430325,0.6539837338090962,0.5233634400706728
gaussian_ctrl,0.6,binary_gaussian,invalid,252,10000,0.5476653336704287,0.3582143046391575,0.7205476983169821,0.5428951856782971
gaussian_ctrl,0.6,binary_gaussian,invalid,504,10000,0.5912897116377863,0.33143478400364007,0.8100290814033392,0.5791400369961646
gaussian_ctrl,0.6,binary_student_t,valid,63,10000,0.4868516586286546,0.3743299366150772,0.6007285516545167,0.48727647024337895
gaussian_ctrl,0.6,binary_student_t,valid,126,10000,0.47162955016785313,0.3180800983292928,0.6350243204788877,0.4747318841949977
gaussian_ctrl,0.6,binary_student_t,valid,252,10000,0.44525985133652113,0.24223574691753677,0.6722891906424698,0.4518786839177172
gaussian_ctrl,0.6,binary_student_t,valid,504,10000,0.39820011927414134,0.14787471499864593,0.7087482421557518,0.41485612582193787
gaussian_ctrl,0.6,binary_student_t,invalid,63,10000,0.5138687650099105,0.40016144480410276,0.6260367691933134,0.5134850266583043
gaussian_ctrl,0.6,binary_student_t,invalid,126,10000,0.5275088852086813,0.3696300266134334,0.6794038507768436,0.5258854576569645
gaussian_ctrl,0.6,binary_student_t,invalid,252,10000,0.552250515398238,0.33153453824346496,0.7538163982590496,0.546873878999818
gaussian_ctrl,0.6,binary_student_t,invalid,504,10000,0.6015054925117203,0.29343826501852655,0.8503223262282036,0.5858279170402813
gaussian_ctrl,0.6,ewma_gaussian,valid,63,10000,0.4874665594117307,0.38504866464250115,0.590989391476338,0.48810887425935134
gaussian_ctrl,0.6,ewma_gaussian,valid,126,10000,0.4752131291371008,0.334198920087219,0.6234040992139893,0.47640555339090523
gaussian_ctrl,0.6,ewma_gaussian,valid,252,10000,0.44915553916933504,0.26191797215963275,0.6540139292975842,0.45465590823379554
gaussian_ctrl,0.6,ewma_gaussian,valid,504,10000,0.40395472335160953,0.16910008417067096,0.6891784563099839,0.4179032176465384
