scenario,sharpe_valid,method,far_target,arm,cutoff_H,threshold_calibrated_over,threshold,working_prob_threshold,detect,detect_lo,detect_hi,far,far_lo,far_hi,expected_min_tau_H,expected_min_tau_H_se,undetected_at_H,median_first_alarm,median_note,truncation_cap_days,n_test_valid,n_test_invalid
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,A,63,504,-1.8061904684251417,0.8589008273083226,0.0062,0.0048397848118849635,0.007939451978995241,0.0017,0.0010617073611205118,0.0027209854150957833,62.9394,0.009880411239043912,0.9938,,not reached within 63d,63,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,A,126,504,-1.381049786033732,0.7991595475678746,0.0932,0.08765730293382704,0.09905511814055545,0.021,0.018368184046646134,0.023999686392462048,123.0412,0.11592840115959308,0.9068,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,A,126,504,-1.7089217126712484,0.846696373105255,0.0783,0.07319514536363607,0.08372871886219256,0.0198,0.01724822590054425,0.022720566134653557,123.572,0.1046584776293539,0.9217,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,A,126,504,-1.8060670697168448,0.8588858719323355,0.0723,0.06738656096047341,0.07754191124580337,0.0198,0.01724822590054425,0.022720566134653557,123.8455,0.09626468544573548,0.9277,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,A,126,504,-1.8061904684251417,0.8589008273083226,0.0723,0.06738656096047341,0.07754191124580337,0.0198,0.01724822590054425,0.022720566134653557,123.8454,0.09625651362708687,0.9277,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,A,252,504,-1.381049786033732,0.7991595475678746,0.2959,0.287033566188243,0.30492318194666707,0.0719,0.06699967006474782,0.0771291093402255,224.47,0.5180510859874432,0.7041,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,A,252,504,-1.7089217126712484,0.846696373105255,0.2748,0.26613818642223264,0.28363476644392005,0.068,0.06322991734737674,0.07310185724488785,227.0207,0.49242869103310305,0.7252000000000001,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,A,252,504,-1.8060670697168448,0.8588858719323355,0.2638,0.25525447547742036,0.2725269253528871,0.0688,0.06400283172344769,0.07392832847142382,228.6392,0.4747428360829062,0.7362,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,A,252,504,-1.8061904684251417,0.8589008273083226,0.2642,0.2556501271368747,0.2729309664947363,0.0689,0.0640994596515586,0.07403162374363877,228.624,0.4747663243178381,0.7358,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,A,504,504,-1.381049786033732,0.7991595475678746,0.5665,0.556763536863427,0.576185391353273,0.1376,0.13098734580168783,0.14449097621737858,364.4101,1.5233174000808691,0.4335,426,,504,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,A,504,504,-1.7089217126712484,0.846696373105255,0.5417,0.5319201704860715,0.551447804049814,0.1369,0.1303020660870816,0.14377679352970368,373.1905,1.495712959327648,0.45830000000000004,452,,504,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,A,504,504,-1.8060670697168448,0.8588858719323355,0.5283,0.5185068953561951,0.5380713703360245,0.1392,0.13255391912253311,0.14612317410174708,378.066,1.4756205508195526,0.4717,470,,504,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,A,504,504,-1.8061904684251417,0.8589008273083226,0.5286,0.5188071150722546,0.5383709202209426,0.1392,0.13255391912253311,0.14612317410174708,377.9879,1.4757820532266483,0.47140000000000004,469,,504,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,B,63,63,-0.616569982995335,0.6494380433649066,0.259,0.2505073733922971,0.26767771382236893,0.1361,0.12951896158898943,0.142960512425189,56.732,0.12804240346740048,0.741,,not reached within 63d,63,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,B,63,63,-0.7502432374418966,0.6792316970862101,0.2588,0.2503096064236323,0.2674756343903819,0.1361,0.12951896158898943,0.142960512425189,56.8583,0.12573791438270054,0.7412000000000001,,not reached within 63d,63,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,B,63,63,-0.7814536796746765,0.6859933305921505,0.2551,0.24665133985439355,0.2637367425475638,0.1363,0.12971473045270238,0.14316458996212778,57.1026,0.12234371304816705,0.7449,,not reached within 63d,63,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,B,63,63,-0.7815868440207394,0.6860220143448549,0.2551,0.24665133985439355,0.2637367425475638,0.1362,0.12961684541447105,0.1430625518000332,57.1029,0.12234193031741564,0.7449,,not reached within 63d,63,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,B,126,126,-0.8257941092327701,0.695464882606511,0.3326,0.32343156609410767,0.3418969965603948,0.1377,0.13108524770141053,0.1445929975179817,108.8781,0.2944330707008169,0.6674,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,B,126,126,-1.0110335980074472,0.7332223773085932,0.3204,0.31132467629849103,0.3296132559162559,0.1364,0.1298126167025602,0.1432666269125958,109.774,0.28699196650583075,0.6796,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,B,126,126,-1.0634844934346281,0.7433558732150332,0.3125,0.3034887825383364,0.3216552168506673,0.1347,0.1281487160047896,0.14153183320482665,110.3798,0.2810628663297287,0.6875,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,B,126,126,-1.0649928656056358,0.7436435316731701,0.312,0.3029929425013479,0.32115144088602643,0.1343,0.12775726140318067,0.14112359500513222,110.3987,0.2809389017164582,0.688,,not reached within 126d,126,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,B,252,252,-1.0780911803428,0.746132587006897,0.4334,0.4237149101071742,0.44313623847579986,0.1399,0.1332393901939391,0.14683716543262215,203.4568,0.6784286844790632,0.5666,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,B,252,252,-1.328297545898932,0.79055888948096,0.413,0.40338487299089765,0.4226819427255999,0.1376,0.13098734580168783,0.14449097621737858,206.2457,0.6632422952324576,0.587,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,B,252,252,-1.4050099716656166,0.8029776919734741,0.4055,0.3959148686145858,0.415157707077472,0.1332,0.1266808633190313,0.1400008378856971,208.0713,0.6509625771568486,0.5945,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,B,252,252,-1.4047710744870376,0.8029398946248338,0.4055,0.3959148686145858,0.415157707077472,0.1335,0.1269744115300464,0.14030705927565956,208.0471,0.6511755301883753,0.5945,,not reached within 252d,252,10000,10000
gaussian_ctrl,1.0,binary_gaussian,0.15,B,504,504,-1.381049786033732,0.7991595475678746,0.5665,0.556763536863427,0.576185391353273,0.1376,0.13098734580168783,0.14449097621737858,364.4101,1.5233174000808691,0.4335,426,,504,10000,10000
gaussian_ctrl,1.0,binary_student_t,0.15,B,504,504,-1.7089217126712484,0.846696373105255,0.5417,0.5319201704860715,0.551447804049814,0.1369,0.1303020660870816,0.14377679352970368,373.1905,1.495712959327648,0.45830000000000004,452,,504,10000,10000
gaussian_ctrl,1.0,ewma_student_t,0.15,B,504,504,-1.8060670697168448,0.8588858719323355,0.5283,0.5185068953561951,0.5380713703360245,0.1392,0.13255391912253311,0.14612317410174708,378.066,1.4756205508195526,0.4717,470,,504,10000,10000
gaussian_ctrl,1.0,ewma_trunc_student_t,0.15,B,504,504,-1.8061904684251417,0.8589008273083226,0.5286,0.5188071150722546,0.5383709202209426,0.1392,0.13255391912253311,0.14612317410174708,377.9879,1.4757820532266483,0.47140000000000004,469,,504,10000,10000
sv_jump,0.6,binary_gaussian,0.05,A,63,504,-1.4597200684157916,0.8114898562464535,0.0009,0.00047357706058500574,0.0017097301130243718,0.0003,0.00010203219941781012,0.0008817357722363795,62.9871,0.0054586022600903415,0.9991,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_student_t,0.05,A,63,504,-1.432316273469725,0.8072619614688216,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0001,1.765267360112231e-05,0.0005662688974013381,62.9988,0.0012000000000000001,0.9999,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_student_t,0.05,A,63,504,-2.1512772591616773,0.895788071615957,0.0001,1.765267360112231e-05,0.0005662688974013381,0.0001,1.765267360112231e-05,0.0005662688974013381,63.0,0.0,0.9999,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,A,63,504,-2.243190883379143,0.9040615742018202,0.0,0.0,0.00038399837067659573,0.0,0.0,0.00038399837067659573,63.0,0.0,1.0,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_gaussian,0.05,A,126,504,-1.4597200684157916,0.8114898562464535,0.006,0.0046645228934497195,0.007714867496778757,0.0025,0.0016939976111583195,0.0036880807676648924,125.7958,0.03248223738560134,0.994,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_student_t,0.05,A,126,504,-1.432316273469725,0.8072619614688216,0.0031,0.002184864524503692,0.004396753056274708,0.0008,0.0004054337198968799,0.0015779502533866333,125.9261,0.017087804958736824,0.9969,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_student_t,0.05,A,126,504,-2.1512772591616773,0.895788071615957,0.0135,0.011417697708664352,0.015955932706003973,0.0015,0.0009092618255931228,0.002473584549971443,125.6796,0.0336471038391074,0.9865,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,A,126,504,-2.243190883379143,0.9040615742018202,0.0138,0.01169303356334014,0.01628036645230578,0.0012,0.0006866043187699607,0.002096472455817011,125.7071,0.031146556307190362,0.9862,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_gaussian,0.05,A,252,504,-1.4597200684157916,0.8114898562464535,0.0344,0.031002883969362332,0.03815469531341171,0.0118,0.009863119376493548,0.014111816632635079,249.6685,0.15899505878445339,0.9656,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_student_t,0.05,A,252,504,-1.432316273469725,0.8072619614688216,0.0455,0.04158705701454217,0.04976199750440284,0.009,0.007328320093401381,0.011048766306603034,249.4815,0.1456728795410573,0.9545,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_student_t,0.05,A,252,504,-2.1512772591616773,0.895788071615957,0.0847,0.07940097150064285,0.09031797754604112,0.0102,0.008410152377830622,0.01236601242608417,245.9323,0.242154982551583,0.9153,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,A,252,504,-2.243190883379143,0.9040615742018202,0.0892,0.08377006348345019,0.09494542957789771,0.0107,0.008863014753198816,0.012912766052345299,245.6701,0.24442966510863307,0.9108,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_gaussian,0.05,A,504,504,-1.4597200684157916,0.8114898562464535,0.1512,0.1443125614525312,0.1583553158108528,0.0403,0.03661872063908074,0.04433432746291932,479.558,0.7176089184618496,0.8488,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_student_t,0.05,A,504,504,-1.432316273469725,0.8072619614688216,0.2232,0.21514604497645673,0.23146653652154986,0.0392,0.0355698505848916,0.04318404231352394,468.5854,0.8130176323125134,0.7767999999999999,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_student_t,0.05,A,504,504,-2.1512772591616773,0.895788071615957,0.292,0.2831696153997778,0.3009901279224235,0.0385,0.03490280656189386,0.04245162393424062,450.3172,1.0273596863847252,0.708,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,A,504,504,-2.243190883379143,0.9040615742018202,0.2998,0.29089830016101226,0.30885545278660653,0.0373,0.03376008880295818,0.041195263289265927,448.5247,1.0425391157034718,0.7001999999999999,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_gaussian,0.05,B,63,63,-0.5887298918216212,0.6430736708655604,0.057,0.05262376832268912,0.06171645423373034,0.0401,0.036427958323164145,0.04412524337818417,61.8213,0.058794237023969645,0.943,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_student_t,0.05,B,63,63,-0.586477507503864,0.6425565148242378,0.0732,0.06825722961892496,0.0784705513902846,0.0388,0.035188641958211225,0.04276555813890086,61.7128,0.055806478587214506,0.9268,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_student_t,0.05,B,63,63,-0.7722278957967079,0.6840026351700932,0.0984,0.0927154523795904,0.10439297511173702,0.0422,0.03843221799684181,0.046319370911349675,61.6786,0.04952449365260745,0.9016,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,B,63,63,-0.7852845580853787,0.6868179380736374,0.1013,0.09553854164064352,0.10736765866013401,0.0426,0.03881428812903491,0.04673699358046003,61.6706,0.04910000656888456,0.8987,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_gaussian,0.05,B,126,126,-0.8037405560397767,0.6907740532185357,0.0731,0.06816047751850315,0.07836738029038051,0.0445,0.04063039538203104,0.048719427133655326,123.111,0.12808320901212258,0.9269000000000001,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_student_t,0.05,B,126,126,-0.8047112063732023,0.6909813508333863,0.0958,0.09018572898320541,0.10172469529964955,0.0421,0.03833671543427698,0.04621495027358863,122.6482,0.12732260121627287,0.9042,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_student_t,0.05,B,126,126,-1.15875947960967,0.761107232752407,0.1301,0.12364819512347855,0.13683588687114798,0.0428,0.03900535884286428,0.046945769267282375,121.4346,0.14182271909805297,0.8699,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,B,126,126,-1.1880230614144889,0.7663873039014085,0.1365,0.12991050416292352,0.1433686626525584,0.0421,0.03833671543427698,0.04621495027358863,121.2557,0.14279247431175077,0.8634999999999999,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_gaussian,0.05,B,252,252,-1.0943704964145997,0.749203820839609,0.1011,0.09534379707844429,0.10716255682168149,0.0415,0.037763827388615986,0.04558829911729445,243.9102,0.29757400529088973,0.8989,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_student_t,0.05,B,252,252,-1.1012677546719185,0.750497569263764,0.1327,0.126191641264928,0.13949044393817106,0.0365,0.03299884792033432,0.04035711856928287,242.4361,0.30034998366950016,0.8673,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_student_t,0.05,B,252,252,-1.6172863225755871,0.8344205404342485,0.1899,0.1823322243737553,0.19770593141573833,0.0384,0.0348075417687003,0.04234696552710831,236.4261,0.39164702554502034,0.8101,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,B,252,252,-1.6647596227982158,0.8408758915797462,0.2009,0.19316246709011686,0.20886724073522184,0.0396,0.03595116606388123,0.04360241963583777,235.4804,0.39988412360986714,0.7991,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_gaussian,0.05,B,504,504,-1.4597200684157916,0.8114898562464535,0.1512,0.1443125614525312,0.1583553158108528,0.0403,0.03661872063908074,0.04433432746291932,479.558,0.7176089184618496,0.8488,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_student_t,0.05,B,504,504,-1.432316273469725,0.8072619614688216,0.2232,0.21514604497645673,0.23146653652154986,0.0392,0.0355698505848916,0.04318404231352394,468.5854,0.8130176323125134,0.7767999999999999,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_student_t,0.05,B,504,504,-2.1512772591616773,0.895788071615957,0.292,0.2831696153997778,0.3009901279224235,0.0385,0.03490280656189386,0.04245162393424062,450.3172,1.0273596863847252,0.708,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.05,B,504,504,-2.243190883379143,0.9040615742018202,0.2998,0.29089830016101226,0.30885545278660653,0.0373,0.03376008880295818,0.041195263289265927,448.5247,1.0425391157034718,0.7001999999999999,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_gaussian,0.15,A,63,504,-0.9688243373725827,0.724885101280903,0.0083,0.006700968940935741,0.010276655056787622,0.0054,0.0041413174551035775,0.007038533733169711,62.864,0.018951156023616692,0.9917,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_student_t,0.15,A,63,504,-0.9579500363542126,0.7227111805775339,0.0045,0.003364971291591769,0.006015571093748737,0.0023,0.001533154495882851,0.0034490774822886323,62.9587,0.007838722826937802,0.9955,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_student_t,0.15,A,63,504,-1.4129213853362925,0.8042263139244538,0.0044,0.0032794410394017762,0.0059011781456128655,0.0011,0.0006143506542303221,0.0019688029200307855,62.9697,0.005735981271597285,0.9956,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,A,63,504,-1.4611727297434762,0.8117119752157803,0.0039,0.0028543608687738773,0.0053266423146114406,0.0007,0.0003391263316879597,0.0014443344412696886,62.9755,0.004942915965482741,0.9961,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_gaussian,0.15,A,126,504,-0.9688243373725827,0.724885101280903,0.038,0.0344265516422164,0.04192826285228877,0.0233,0.02052126182064658,0.026444842225956482,124.5481,0.09057057437100743,0.962,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_student_t,0.15,A,126,504,-0.9579500363542126,0.7227111805775339,0.0466,0.04264000749008216,0.05090820223244737,0.0187,0.016223869902920365,0.02154576692869293,124.6499,0.07639683662734123,0.9534,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_student_t,0.15,A,126,504,-1.4129213853362925,0.8042263139244538,0.0718,0.0669029544182109,0.07702590178643653,0.0176,0.015201882893054925,0.020368598734973858,123.8016,0.09527765492051488,0.9282,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,A,126,504,-1.4611727297434762,0.8117119752157803,0.0736,0.068644265639401,0.07888320817111201,0.0181,0.015666115469572122,0.020903982160085984,123.8209,0.09310321766681316,0.9264,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_gaussian,0.15,A,252,504,-0.9688243373725827,0.724885101280903,0.1413,0.13461050433900432,0.14826497609211906,0.0624,0.0578251970299051,0.06731087834411104,239.6559,0.374281415751327,0.8587,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_student_t,0.15,A,252,504,-0.9579500363542126,0.7227111805775339,0.2024,0.19464004496368897,0.2103885108665377,0.0624,0.0578251970299051,0.06731087834411104,235.4758,0.4030451413608623,0.7976,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_student_t,0.15,A,252,504,-1.4129213853362925,0.8042263139244538,0.2533,0.24487193448313196,0.2619175303129598,0.0639,0.05927188108679942,0.06886304229210469,229.3776,0.47119777647868394,0.7466999999999999,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,A,252,504,-1.4611727297434762,0.8117119752157803,0.2628,0.2542653864039992,0.27151678242304966,0.0646,0.05994725911845423,0.06958712666273098,228.7459,0.47410702490693657,0.7372000000000001,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_gaussian,0.15,A,504,504,-0.9688243373725827,0.724885101280903,0.3615,0.35213848949161813,0.37096787805705916,0.1356,0.12902956069227722,0.14245029732027187,427.3164,1.2549814528305567,0.6385000000000001,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_student_t,0.15,A,504,504,-0.9579500363542126,0.7227111805775339,0.4547,0.44495973679834044,0.4644750534540427,0.1307,0.12423506790872595,0.13744855328785577,401.9065,1.3662219629402106,0.5453,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_student_t,0.15,A,504,504,-1.4129213853362925,0.8042263139244538,0.5212,0.511402728797496,0.5309809896715874,0.1329,0.126387326334787,0.1396946052689637,381.1768,1.46356085463281,0.4788,478,,504,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,A,504,504,-1.4611727297434762,0.8117119752157803,0.5353,0.5255129460018687,0.5450599437131615,0.1358,0.12922531740030382,0.14265438701289698,377.2012,1.469738862889768,0.4647,460,,504,10000,10000
sv_jump,0.6,binary_gaussian,0.15,B,63,63,-0.36830738558244885,0.5910499198893723,0.1858,0.17829797554474056,0.19354332903139257,0.1362,0.12961684541447105,0.1430625518000332,58.2047,0.1214015388055787,0.8142,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_student_t,0.15,B,63,63,-0.39907850369600606,0.5984662406029649,0.2174,0.2094249420541781,0.22559209382492829,0.1364,0.1298126167025602,0.1432666269125958,57.7904,0.1188014232314419,0.7826,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_student_t,0.15,B,63,63,-0.528207811439179,0.6290650155281007,0.24,0.2317301758583749,0.2484695032943769,0.1366,0.13000839283267326,0.14347069718313446,58.1351,0.10399878063533902,0.76,,not reached within 63d,63,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,B,63,63,-0.537598732259442,0.6312536450671619,0.247,0.23864554349277825,0.2555487596827841,0.1377,0.13108524770141053,0.1445929975179817,58.1366,0.10263414354269282,0.753,,not reached within 63d,63,10000,10000
sv_jump,0.6,binary_gaussian,0.15,B,126,126,-0.5163587133333066,0.6262959182571477,0.2267,0.21859954253374606,0.23501035097566578,0.1364,0.1298126167025602,0.1432666269125958,114.3444,0.26045015318142783,0.7733,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_student_t,0.15,B,126,126,-0.5438799962536687,0.632714541246058,0.2721,0.26346610357089767,0.2809089228864567,0.141,0.1343166749619956,0.14795903586815015,112.4663,0.2683854495049063,0.7279,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_student_t,0.15,B,126,126,-0.7705428146494162,0.6836383037465372,0.2949,0.2860427345541503,0.3039147815775012,0.1354,0.128833808862378,0.14224620274951938,111.9773,0.2580554160074403,0.7051000000000001,,not reached within 126d,126,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,B,126,126,-0.7947839171115616,0.6888576062155672,0.2993,0.29040277798913905,0.3083513589568505,0.1395,0.13284768538053285,0.14642917744472497,111.7951,0.2578702799997136,0.7007,,not reached within 126d,126,10000,10000
sv_jump,0.6,binary_gaussian,0.15,B,252,252,-0.7179427278695631,0.6721538309524852,0.2784,0.2697015870721843,0.2872686010056995,0.1339,0.12736582655334353,0.14071533705366587,223.5946,0.5581171154475156,0.7216,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_student_t,0.15,B,252,252,-0.7217783088247411,0.6729984925288678,0.3554,0.34607610227740837,0.3648349500513912,0.1438,0.13705948516535357,0.15081407527391646,214.9299,0.608041865408961,0.6446000000000001,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_student_t,0.15,B,252,252,-1.063361573542763,0.7433324221123931,0.3881,0.3785934583725122,0.39769248046284517,0.1375,0.13088944509917524,0.1443889537195653,210.8837,0.6274715686690105,0.6119,,not reached within 252d,252,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,B,252,252,-1.1105011377531695,0.7522225272023436,0.3941,0.38456492641792167,0.4037164044369876,0.1366,0.13000839283267326,0.14347069718313446,210.5641,0.6250948115856882,0.6059,,not reached within 252d,252,10000,10000
sv_jump,0.6,binary_gaussian,0.15,B,504,504,-0.9688243373725827,0.724885101280903,0.3615,0.35213848949161813,0.37096787805705916,0.1356,0.12902956069227722,0.14245029732027187,427.3164,1.2549814528305567,0.6385000000000001,,not reached within 504d,504,10000,10000
sv_jump,0.6,binary_student_t,0.15,B,504,504,-0.9579500363542126,0.7227111805775339,0.4547,0.44495973679834044,0.4644750534540427,0.1307,0.12423506790872595,0.13744855328785577,401.9065,1.3662219629402106,0.5453,,not reached within 504d,504,10000,10000
sv_jump,0.6,ewma_student_t,0.15,B,504,504,-1.4129213853362925,0.8042263139244538,0.5212,0.511402728797496,0.5309809896715874,0.1329,0.126387326334787,0.1396946052689637,381.1768,1.46356085463281,0.4788,478,,504,10000,10000
sv_jump,0.6,ewma_trunc_student_t,0.15,B,504,504,-1.4611727297434762,0.8117119752157803,0.5353,0.5255129460018687,0.5450599437131615,0.1358,0.12922531740030382,0.14265438701289698,377.2012,1.469738862889768,0.4647,460,,504,10000,10000
sv_jump,1.0,binary_gaussian,0.05,A,63,504,-2.1570252450450162,0.8963234370362363,0.002,0.0012951117125432855,0.0030873506646506045,0.0008,0.0004054337198968799,0.0015779502533866333,62.9745,0.007901342804980187,0.998,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_student_t,0.05,A,63,504,-2.0410332450234274,0.885038437715469,0.0005,0.00021358842616382576,0.0011700259461420934,0.0001,1.765267360112231e-05,0.0005662688974013381,62.9977,0.00183570367456136,0.9995,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_student_t,0.05,A,63,504,-2.8340231025072673,0.9444869164828849,0.0023,0.001533154495882851,0.0034490774822886323,0.0001,1.765267360112231e-05,0.0005662688974013381,62.9872,0.003487811990811478,0.9977,,not reached within 63d,63,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,A,63,504,-2.932056461309882,0.9494085422778724,0.0016,0.000985132659693478,0.0025976369161969525,0.0001,1.765267360112231e-05,0.0005662688974013381,62.9914,0.002678305683101392,0.9984,,not reached within 63d,63,10000,10000
sv_jump,1.0,binary_gaussian,0.05,A,126,504,-2.1570252450450162,0.8963234370362363,0.0128,0.010776367996168327,0.015197800016218947,0.0041,0.0030238546563457033,0.005556994927691345,125.5784,0.04624044941299978,0.9872,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_student_t,0.05,A,126,504,-2.0410332450234274,0.885038437715469,0.0162,0.01390494978185447,0.0188666070416122,0.0026,0.0017749883701664527,0.0038070132089826243,125.6597,0.034754717378192045,0.9838,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_student_t,0.05,A,126,504,-2.8340231025072673,0.9444869164828849,0.0576,0.05320116648345306,0.06233859527492157,0.0034,0.0024341818163000862,0.004747205365455908,124.397,0.07878134138217627,0.9424,,not reached within 126d,126,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,A,126,504,-2.932056461309882,0.9494085422778724,0.0609,0.056379290241712454,0.06575793712741572,0.0033,0.002350823409618217,0.004630640571811913,124.395,0.07683884382779377,0.9391,,not reached within 126d,126,10000,10000
sv_jump,1.0,binary_gaussian,0.05,A,252,504,-2.1570252450450162,0.8963234370362363,0.0754,0.0703864668306932,0.08073962458568536,0.0155,0.013258222525509154,0.018113871895676464,246.6201,0.23614684866077135,0.9246,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_student_t,0.05,A,252,504,-2.0410332450234274,0.885038437715469,0.1417,0.13500229304849884,0.14867288018392796,0.0142,0.012060574139796656,0.016712518677152722,242.9081,0.2790483689940219,0.8583000000000001,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_student_t,0.05,A,252,504,-2.8340231025072673,0.9444869164828849,0.246,0.23765744868037036,0.2545376224919333,0.0153,0.013073671515406563,0.017898576505127325,231.6103,0.43731063038730833,0.754,,not reached within 252d,252,10000,10000
sv_jump,1.0,ewma_trunc_student_t,0.05,A,252,504,-2.932056461309882,0.9494085422778724,0.2555,0.24704678932489052,0.2641409858783702,0.0156,0.013350536779147534,0.018221480842363948,230.8225,0.4427993298319792,0.7444999999999999,,not reached within 252d,252,10000,10000
sv_jump,1.0,binary_gaussian,0.05,A,504,504,-2.1570252450450162,0.8963234370362363,0.2892,0.2803959849711735,0.2981659087419037,0.0392,0.0355698505848916,0.04318404231352394,454.0461,0.9874438525886936,0.7108,,not reached within 504d,504,10000,10000
