eval_year,rule,branch,method,statistic,real,sim_median,sim_p2.5,sim_p97.5
2021,expanding,sv_jump,fixed_baseline,tail_above_p2_count,4.0,6.0,2.0,10.0
2021,expanding,sv_jump,fixed_baseline,tail_below_m3_count,2.0,1.0,0.0,4.0
2021,expanding,sv_jump,fixed_baseline,tail_above_p3_count,0.0,1.0,0.0,4.0
2021,expanding,sv_jump,fixed_baseline,acf_ret_lag1,-0.07785742670381525,-0.004375172298594296,-0.1549947648906932,0.14157580819146492
2021,expanding,sv_jump,fixed_baseline,acf_ret_lag5,-0.07639339781561054,-0.002610191970812323,-0.14253973717292232,0.14761681464875762
2021,expanding,sv_jump,fixed_baseline,acf_sqret_lag1,0.13697266546708733,0.057986624325090295,-0.028110751907947155,0.3355286935581884
2021,expanding,sv_jump,fixed_baseline,acf_sqret_lag5,0.019901996780146283,0.04108813605499036,-0.035091993042361096,0.3050743314761499
2021,expanding,sv_jump,fixed_baseline,leadlag_ret_vs_future_sq_lag1,-0.11754269500768565,-0.0003587069476964621,-0.16149399615273508,0.159100323872757
2021,expanding,sv_jump,fixed_baseline,leadlag_ret_vs_future_sq_lag5,-0.037278430539992094,-0.000207205118258957,-0.13733502637893494,0.14745500274882065
2021,expanding,sv_jump,fixed_baseline,concentration_max_exceed_63d,2.0,2.0,1.0,5.0
2022,rolling3y,sv_only,recalibrated,skewness,0.044841983685915285,0.0208847359266856,-1.2746521392906927,1.2102680498624632
2022,rolling3y,sv_only,recalibrated,excess_kurtosis,0.3562799158635084,2.934271881631489,0.5820640167824708,13.027018249816626
2022,rolling3y,sv_only,recalibrated,tail_below_m2_count,8.0,7.0,4.0,11.0
2022,rolling3y,sv_only,recalibrated,tail_above_p2_count,5.0,7.0,4.0,11.0
2022,rolling3y,sv_only,recalibrated,tail_below_m3_count,0.0,2.0,0.0,5.0
2022,rolling3y,sv_only,recalibrated,tail_above_p3_count,1.0,2.0,0.0,5.0
2022,rolling3y,sv_only,recalibrated,acf_ret_lag1,0.006092402726810086,-0.0001349673258120868,-0.18739249363559746,0.18675605486182714
2022,rolling3y,sv_only,recalibrated,acf_ret_lag5,0.009969728748733975,-0.0030228460390261487,-0.17632342839053297,0.17155924931316913
2022,rolling3y,sv_only,recalibrated,acf_sqret_lag1,-0.021108671865572796,0.1846996272422637,0.010868195402727028,0.4704642953410386
2022,rolling3y,sv_only,recalibrated,acf_sqret_lag5,0.00582153054420076,0.14269252539892618,-0.01107329966040989,0.42034167092411934
2022,rolling3y,sv_only,recalibrated,leadlag_ret_vs_future_sq_lag1,0.032362413472847754,0.0015530223851065472,-0.20922422549226885,0.20753743355646057
2022,rolling3y,sv_only,recalibrated,leadlag_ret_vs_future_sq_lag5,-0.12192134176675519,0.0017484177903984025,-0.1994018463067747,0.19264586038570888
2022,rolling3y,sv_only,recalibrated,concentration_max_exceed_63d,1.0,3.0,1.0,7.0
2022,rolling3y,sv_only,fixed_baseline,skewness,0.044841983685915285,-0.010963875240509784,-0.8143141949057618,0.7366055583588949
2022,rolling3y,sv_only,fixed_baseline,excess_kurtosis,0.3562799158635084,1.525287406642987,0.1278563263778394,7.0020048856647
2022,rolling3y,sv_only,fixed_baseline,tail_below_m2_count,8.0,7.0,4.0,11.0
2022,rolling3y,sv_only,fixed_baseline,tail_above_p2_count,5.0,7.0,3.0,11.0
