branch,A,rho,n_paths,loss,rv21_component,acf_abs_component,term_rv21_q10,term_rv21_q50,term_rv21_q90,term_acf_absret_lag1,term_acf_absret_lag5,term_acf_absret_lag10,term_acf_absret_lag21,term_acf_absret_lag63
sv_jump,1.4,0.96,400,4.254802975873037,1.0401063930649967,7.469499558681077,0.6893360935956683,0.8814623252829021,1.5495207603164198,12.863693037839942,10.972115138625437,11.347958898136582,1.4047721380198475,0.7589585807835798
sv_jump,1.4,0.98,400,3.5876146978711296,1.058877753125935,6.1163516426163245,1.7138209914719522,0.35494399472116256,1.1078682731846905,13.836674762807641,9.291467539857335,7.350798393889001,0.09542207422831579,0.007395442299327292
sv_jump,1.4,0.99,400,4.146751333933194,1.0550501412008062,7.238452526665583,2.173162924163205,0.11979107126312362,0.8721964281760898,16.93491126187401,10.67372116925137,7.7652498722307275,0.06602932102588221,0.7523510089459328
sv_jump,1.6,0.9,400,6.167249998513984,1.013103206454088,11.32139679057388,0.8431708824608503,0.7581886778481258,1.4379500590532877,10.39829627497419,16.213101956191068,22.318725605930016,6.565866072959656,1.1109940428144682
sv_jump,1.6,0.94,400,4.695952584542971,1.524259127609973,7.867646041475967,2.7757514029140995,0.21974718562192902,1.5772787942938904,9.677054943863611,11.08443887551685,14.225511230695647,3.281961398408773,1.069263758894954
sv_jump,1.6,0.96,400,3.9963703554943812,2.036655660740443,5.95608505024832,4.497156810695746,0.049535952580718065,1.5632742189448656,9.456351763999535,8.596143590603099,9.736151048838705,1.2499706110022337,0.7418082367980245
sv_jump,1.6,0.98,400,3.664845865652085,2.781812093444708,4.547879637859462,7.197542789441616,0.04831780645159428,1.0995756844409132,10.259200053947094,6.721006878904841,5.738621155173066,0.014782908058143394,0.005787193214167678
sv_jump,1.6,0.99,400,4.429275398126261,3.098157744938702,5.76039305131382,8.396605262270835,0.23352296272298118,0.6643450098222895,13.453874317732646,8.16854591382619,6.039635195600928,0.27754674759792974,0.8623630818114071
sv_jump,1.8,0.9,400,6.293419208753698,1.9128294575845697,10.674008959922826,4.363154622896995,0.038534209246815075,1.336799540609899,8.36511102014223,15.10496769778767,22.112169653710957,6.637759720590009,1.150036707383255
sv_jump,1.8,0.94,400,5.233537464700343,3.430015564207564,7.037059365193123,8.760417950935752,0.09733590136083628,1.4322928403261037,7.491096691377369,9.495544960456328,13.7296542610733,3.3375208503223575,1.1314800627362582
sv_jump,1.8,0.96,400,4.87393000598927,4.706071696362108,5.041788315616432,12.40930935996473,0.3659681687266851,1.3429375603949087,7.222767642931296,7.147109739051208,8.958155361817461,1.1483368511465533,0.7325719831356432
sv_jump,1.8,0.98,400,5.07886397685317,6.540313544780673,3.6174144089256663,17.503366048831936,1.3556220659606297,0.7619525195494515,7.9442379429126175,5.417483526597568,4.717936373445751,5.4502930502880376e-05,0.007359698741890989
sv_jump,1.8,0.99,400,6.133093627891063,7.391739777167103,4.874447478615023,19.823475258583834,1.9719641784375905,0.37977989447988353,11.46316271113978,6.542618320791006,5.02750052655043,0.5071042480678422,0.8318515865260583
sv_jump,2.0,0.9,400,7.304940868169705,4.187526069101678,10.422355667237733,11.071206122700552,0.3540455705837292,1.1373265140207525,7.0741732978476906,14.762316858935838,22.360060037112977,6.776149023769172,1.1390791185229836
sv_jump,2.0,0.94,400,6.908794582708843,7.115403525321697,6.7021856400959905,18.970178313260732,1.3051158335989743,1.070916429105384,6.084099905990073,8.993389937094797,13.8266914151368,3.4101525057165682,1.196594436541716
sv_jump,2.0,0.96,400,7.040753376976842,9.489353044154853,4.592153709798831,25.15781810369559,2.330558689550528,0.9796823392184426,5.868310918782391,6.294926565202252,8.819643367364048,1.2092600003532088,0.7686276972922597
sv_jump,2.0,0.98,400,7.995714801778423,12.884627187962105,3.1068024155947405,33.62869182768037,4.6363075539424665,0.38888218226348087,6.506920090341567,4.595123826295755,4.409525602880309,4.4066225154998434e-05,0.02239849223091632
sv_jump,2.0,0.99,400,9.408663249604405,14.544754553109108,4.272571946099704,37.30590665240259,6.194861310324183,0.13349569660054708,10.411067943414755,5.448474345512282,4.346288555437084,0.5205741709966927,0.6364547151377021
