scenario,scale,statistic,sim_median,sim_p2.5,sim_p97.5,sim_median_mc_se,n_paths,real,real_inside_sim_range
jump,matched,tail_below_m5_count,1.0,0.0,4.0,0.032319117356296494,2000,3.0,True
jump,matched,tail_above_p5_count,1.0,0.0,4.0,0.030898138352345682,2000,4.0,True
jump,matched,tail_below_m5_freq,0.000794912559618442,0.0,0.003179650238473768,2.5690872302302456e-05,2000,0.0023847376788553257,True
jump,matched,tail_above_p5_freq,0.000794912559618442,0.0,0.003179650238473768,2.456131824510786e-05,2000,0.003179650238473768,True
jump,matched,acf_ret_lag1,-0.001793411176041316,-0.052656733872604444,0.0555140900837443,0.0007882707701995762,2000,-0.24396953335811908,False
jump,matched,acf_ret_lag5,-0.0008868336890067068,-0.05727897892907424,0.05348348162188459,0.0007925860858403351,2000,0.07865234975544919,False
jump,matched,acf_ret_lag10,-0.0019699760674981304,-0.05702862341023549,0.05290536182591792,0.0007786803097105796,2000,-0.07868045072246492,False
jump,matched,acf_ret_lag21,-0.0012067838608681976,-0.05768227104391766,0.051592994399284296,0.0007810864660138947,2000,0.06479069799423903,False
jump,matched,acf_ret_lag63,-0.0004754402275856742,-0.056534189089590875,0.052560732248250384,0.0007971473998752412,2000,0.06187167625917269,False
jump,matched,acf_absret_lag1,-0.0007612657906613987,-0.05098251736754007,0.05262957779650772,0.0007649091383836773,2000,0.5007227427362637,False
jump,matched,acf_absret_lag5,-0.0012690197817644897,-0.05139221293793405,0.055433559135466305,0.0007586113840338833,2000,0.4146461452146091,False
jump,matched,acf_absret_lag10,-0.002517565215283045,-0.05493205573602819,0.04999323463873822,0.0007699277468907576,2000,0.3659590462564185,False
jump,matched,acf_absret_lag21,-0.0005082941975006765,-0.049911516147362306,0.05949377678371485,0.0007718205595036572,2000,0.15840447240997177,False
jump,matched,acf_absret_lag63,-0.0022899768109009766,-0.05257868427529837,0.05452098704783103,0.0007838650153764964,2000,0.039974696337049836,True
jump,matched,acf_sqret_lag1,-0.004567464686742314,-0.03140764482061849,0.046056227451670796,0.0006006966784806524,2000,0.5332894519731963,False
jump,matched,acf_sqret_lag5,-0.003928081917759301,-0.031605666821011486,0.045252355191193507,0.0005848122907201527,2000,0.33648374197445374,False
jump,matched,acf_sqret_lag10,-0.004949504532649321,-0.03294778215290888,0.04528798727636755,0.0007450666063510872,2000,0.25860000769071245,False
jump,matched,acf_sqret_lag21,-0.00410728765541075,-0.029689899596785127,0.04984526168667132,0.0006287873833762149,2000,0.04858286728322976,True
jump,matched,acf_sqret_lag63,-0.004756857909052093,-0.03135628970068527,0.05215234444827791,0.0006851287141351378,2000,0.037394822586824354,True
jump,matched,leadlag_ret_vs_future_sq_lag1,-0.00014736066570749127,-0.05241168343836622,0.051445679925770656,0.0007510886671273517,2000,-0.09471016076162476,False
jump,matched,leadlag_ret_vs_future_sq_lag5,0.0012046215242184554,-0.05469130121626333,0.04931053288001332,0.0007739886058991713,2000,-0.06824443785000317,False
jump,matched,leadlag_ret_vs_future_sq_lag21,-0.0013619527817213548,-0.05648506481049216,0.05192431339767118,0.000782350066170935,2000,-0.05072095039065012,True
jump,matched,agg1d_sd,0.012054535276212435,0.01112517833870562,0.01344283260701953,1.665722757817555e-05,2000,0.012118087297484344,True
jump,matched,agg1d_skewness,-0.029441436762102046,-1.8001890219998298,1.5956161440364303,0.023453885845078213,2000,-0.7389961323250143,True
jump,matched,agg1d_excess_kurtosis,6.9877580277134195,0.4240779708626076,29.034851611633034,0.22284548419008568,2000,20.367350270538573,True
jump,matched,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
jump,matched,agg5d_sd,0.026909789140588974,0.02392478492563504,0.030772998378754118,4.895953238672383e-05,2000,0.020960471928423846,False
jump,matched,agg5d_skewness,0.045812790942911324,-0.9015783637732355,0.9847257297596923,0.012820849660403753,2000,-1.0487041835443138,False
jump,matched,agg5d_excess_kurtosis,1.1177160828569743,-0.24912903089724328,6.835361944125981,0.058759106296728036,2000,5.931460248671447,True
jump,matched,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
jump,matched,agg21d_sd,0.0548355064827677,0.04455275301711027,0.06707749573359933,0.0001617862645582503,2000,0.04209813495638222,False
jump,matched,agg21d_skewness,0.12176705569462179,-0.6858039227608316,0.8699099804501541,0.011243729009256027,2000,-0.59184386699657,True
jump,matched,agg21d_excess_kurtosis,0.06749590533310346,-0.7938314848860958,2.7299602524910562,0.027734246857048003,2000,1.5622695674048126,True
jump,matched,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
jump,matched,w1_vs_market_standardised,0.24820454634874822,0.187295345094693,0.29417724057689254,0.0007633317553364225,2000,,
jump,matched,w1_sim_vs_sim_reference,0.052437507549129986,0.029124196991539435,0.12063177380704841,0.0009775467244995605,1000,,
sv_jump,native,sd_daily,0.006168972907235748,0.004799917616415648,0.008174857666642978,2.525733865920732e-05,2000,0.012118087297484344,False
sv_jump,native,skewness,0.01450605502217157,-2.021356203041136,2.283001427176075,0.02726778633101558,2000,-0.7389961323250143,True
sv_jump,native,excess_kurtosis,10.059973134826961,2.8331131668905254,41.59635648658364,0.2770512417905748,2000,20.367350270538573,True
sv_jump,native,rv21_q10,0.04023733989398847,0.028399878646375415,0.055184057719859896,0.00019519426257186864,2000,0.06272305159358481,False
sv_jump,native,rv21_q50,0.07605578561982752,0.05754925894043309,0.10116318695159186,0.0003112866841311495,2000,0.11036933306935255,False
sv_jump,native,rv21_q90,0.14717801668782876,0.10977570148472958,0.208327623905162,0.0007118359791345165,2000,0.24178335481744329,False
sv_jump,native,concentration_max_exceed_63d,6.0,2.0,16.0,0.09237620382130113,2000,16.0,True
sv_jump,native,tail_below_m2_count,30.0,18.0,40.0,0.1575542445618822,2000,37.0,True
sv_jump,native,tail_above_p2_count,30.0,19.0,41.0,0.1582900908850967,2000,18.0,False
sv_jump,native,tail_below_m2_freq,0.02384737678855326,0.014308426073131956,0.03179650238473768,0.00012524184782343575,2000,0.029411764705882353,True
sv_jump,native,tail_above_p2_freq,0.02384737678855326,0.015103338632750398,0.03259141494435612,0.00012582678130770804,2000,0.014308426073131956,False
sv_jump,native,tail_below_m3_count,9.0,3.0,15.0,0.08345751546732712,2000,11.0,True
sv_jump,native,tail_above_p3_count,9.0,4.0,15.0,0.08320697977011557,2000,9.0,True
sv_jump,native,tail_below_m3_freq,0.007154213036565978,0.0023847376788553257,0.01192368839427663,6.634142723952872e-05,2000,0.008744038155802861,True
sv_jump,native,tail_above_p3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.614227326718247e-05,2000,0.007154213036565978,True
sv_jump,native,tail_below_m5_count,2.0,0.0,5.0,0.03565643075508238,2000,3.0,True
sv_jump,native,tail_above_p5_count,2.0,0.0,5.0,0.03804090972565894,2000,4.0,True
sv_jump,native,tail_below_m5_freq,0.001589825119236884,0.0,0.00397456279809221,2.8343744638380277e-05,2000,0.0023847376788553257,True
sv_jump,native,tail_above_p5_freq,0.001589825119236884,0.0,0.00397456279809221,3.0239196920237633e-05,2000,0.003179650238473768,True
sv_jump,native,acf_ret_lag1,-0.001629504567189445,-0.07527938547992533,0.07636022227334026,0.001093029424381447,2000,-0.24396953335811908,False
sv_jump,native,acf_ret_lag5,-0.0012970012043725505,-0.07299833746387621,0.07178712481573263,0.0010487669992066439,2000,0.07865234975544919,False
sv_jump,native,acf_ret_lag10,-0.0019178593521544476,-0.07134783000780283,0.06859249177545432,0.000992592018500712,2000,-0.07868045072246492,False
sv_jump,native,acf_ret_lag21,0.00023183022719953965,-0.06787572386521942,0.06671053552328823,0.0009509292900025429,2000,0.06479069799423903,True
sv_jump,native,acf_ret_lag63,-0.0015471985167343797,-0.06209463309791643,0.05959298880710736,0.0008577507556038935,2000,0.06187167625917269,False
sv_jump,native,acf_absret_lag1,0.17954264227168065,0.07366288414627387,0.32837465631147406,0.001860989746545286,2000,0.5007227427362637,False
sv_jump,native,acf_absret_lag5,0.16376796712024635,0.0588947377287651,0.31577355402659163,0.0018141742389638155,2000,0.4146461452146091,False
sv_jump,native,acf_absret_lag10,0.14007312894672025,0.045369865491039454,0.2840398757703001,0.0017284636850171888,2000,0.3659590462564185,False
sv_jump,native,acf_absret_lag21,0.1057574753051195,0.014886602411650962,0.24472312635312926,0.0016023184773583572,2000,0.15840447240997177,True
sv_jump,native,acf_absret_lag63,0.029941622173406818,-0.043987435053007874,0.1367139821437859,0.001299153440904744,2000,0.039974696337049836,True
sv_jump,native,acf_sqret_lag1,0.05954976707737583,-0.00016565808280484274,0.25906961016535845,0.0019863871317804993,2000,0.5332894519731963,False
sv_jump,native,acf_sqret_lag5,0.052279681391259505,-0.002691049784057804,0.22947168512314733,0.0017801098517373683,2000,0.33648374197445374,False
sv_jump,native,acf_sqret_lag10,0.042124477833190746,-0.0035879389252669483,0.2025352083536152,0.0015891203865201534,2000,0.25860000769071245,False
sv_jump,native,acf_sqret_lag21,0.027846637582025047,-0.009584532628355673,0.1598014748686517,0.0012851842870451814,2000,0.04858286728322976,True
sv_jump,native,acf_sqret_lag63,0.0019426886684855797,-0.027529651537608453,0.08451722920877015,0.0008184916129585136,2000,0.037394822586824354,True
sv_jump,native,leadlag_ret_vs_future_sq_lag1,-0.0005774257787530452,-0.07718986797666502,0.07675115873263194,0.0010945490261597144,2000,-0.09471016076162476,False
sv_jump,native,leadlag_ret_vs_future_sq_lag5,0.0006878220106662246,-0.07360712367983836,0.07731031236546143,0.0010462962539540006,2000,-0.06824443785000317,True
sv_jump,native,leadlag_ret_vs_future_sq_lag21,-0.0003818855207907398,-0.06333028581320041,0.06998827482232378,0.0009505738310828526,2000,-0.05072095039065012,True
sv_jump,native,agg1d_sd,0.006168972907235748,0.004799917616415648,0.008174857666642978,2.525733865920732e-05,2000,0.012118087297484344,False
sv_jump,native,agg1d_skewness,0.01450605502217157,-2.021356203041136,2.283001427176075,0.02726778633101558,2000,-0.7389961323250143,True
sv_jump,native,agg1d_excess_kurtosis,10.059973134826961,2.8331131668905254,41.59635648658364,0.2770512417905748,2000,20.367350270538573,True
sv_jump,native,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
sv_jump,native,agg5d_sd,0.013728320080798918,0.01031552534564423,0.018694946218211005,6.097862341816489e-05,2000,0.020960471928423846,False
sv_jump,native,agg5d_skewness,0.042990545441033645,-1.370246308469101,1.4204422970306265,0.018959015162998773,2000,-1.0487041835443138,True
sv_jump,native,agg5d_excess_kurtosis,3.553807277549604,0.9974439658036637,11.814984353945396,0.08566318700450597,2000,5.931460248671447,True
sv_jump,native,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
sv_jump,native,agg21d_sd,0.02801743015390188,0.019886434499005727,0.040562514817539044,0.0001512041394354661,2000,0.04209813495638222,False
sv_jump,native,agg21d_skewness,0.0751980640711603,-1.3570784740368975,1.6451245976451858,0.020784815828529334,2000,-0.59184386699657,True
sv_jump,native,agg21d_excess_kurtosis,1.228816514962483,-0.34204209601103763,7.991272402813691,0.06244051425485118,2000,1.5622695674048126,True
sv_jump,native,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
sv_jump,native,w1_vs_market_standardised,0.13551269792937037,0.07453456069794503,0.20056757283503343,0.0009040276021741254,2000,,
sv_jump,native,w1_sim_vs_sim_reference,0.06802309846104773,0.036176988560857715,0.15180004109033415,0.0011639461204742446,1000,,
sv_jump,matched,sd_daily,0.011802521306460222,0.009141241547105,0.015593333146885473,4.613619353127572e-05,2000,0.012118087297484344,True
sv_jump,matched,skewness,0.027342825126865797,-2.213431459907553,2.2201879045972905,0.02935895806385909,2000,-0.7389961323250143,True
sv_jump,matched,excess_kurtosis,10.220746731339322,2.7314756519874157,45.5690442207777,0.32310998927775525,2000,20.367350270538573,True
sv_jump,matched,rv21_q10,0.07741857005112984,0.054771458228986165,0.10778149431383932,0.0003791167871083897,2000,0.06272305159358481,True
sv_jump,matched,rv21_q50,0.14574823432006676,0.11173027403031392,0.19518603130420564,0.0006089280107484723,2000,0.11036933306935255,False
sv_jump,matched,rv21_q90,0.28238118624215847,0.20958374218802212,0.38772693309060374,0.001283767585079464,2000,0.24178335481744329,True
sv_jump,matched,concentration_max_exceed_63d,6.0,2.0,14.0,0.08710358320675514,2000,16.0,False
sv_jump,matched,tail_below_m2_count,29.5,18.0,41.0,0.15939405239983473,2000,37.0,True
sv_jump,matched,tail_above_p2_count,30.0,18.0,40.0,0.1571414301091782,2000,18.0,True
sv_jump,matched,tail_below_m2_freq,0.02344992050874404,0.014308426073131956,0.03259141494435612,0.0001267043341811087,2000,0.029411764705882353,True
sv_jump,matched,tail_above_p2_freq,0.02384737678855326,0.014308426073131956,0.03179650238473768,0.00012491369643018936,2000,0.014308426073131956,True
sv_jump,matched,tail_below_m3_count,9.0,4.0,15.0,0.07918380615336816,2000,11.0,True
sv_jump,matched,tail_above_p3_count,9.0,4.0,15.0,0.08061520951899906,2000,9.0,True
sv_jump,matched,tail_below_m3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.294420202970442e-05,2000,0.008744038155802861,True
sv_jump,matched,tail_above_p3_freq,0.007154213036565978,0.003179650238473768,0.01192368839427663,6.408204254292453e-05,2000,0.007154213036565978,True
sv_jump,matched,tail_below_m5_count,2.0,0.0,5.0,0.03674594996673671,2000,3.0,True
sv_jump,matched,tail_above_p5_count,2.0,0.0,5.0,0.03624005445010084,2000,4.0,True
sv_jump,matched,tail_below_m5_freq,0.001589825119236884,0.0,0.00397456279809221,2.9209817143669882e-05,2000,0.0023847376788553257,True
sv_jump,matched,tail_above_p5_freq,0.001589825119236884,0.0,0.00397456279809221,2.8807674443641364e-05,2000,0.003179650238473768,True
sv_jump,matched,acf_ret_lag1,0.0008784830870119892,-0.0736691672924895,0.07143892397106506,0.0010684975373833735,2000,-0.24396953335811908,False
sv_jump,matched,acf_ret_lag5,-0.0005568592252863671,-0.07454293775802721,0.0741811711428096,0.00104197083751554,2000,0.07865234975544919,False
sv_jump,matched,acf_ret_lag10,-0.00029572216526759366,-0.07026701554921949,0.0679587918957258,0.0010049774737756945,2000,-0.07868045072246492,False
sv_jump,matched,acf_ret_lag21,-0.0008916486665416178,-0.06679686991226068,0.06547296196902724,0.0009347468517642898,2000,0.06479069799423903,True
sv_jump,matched,acf_ret_lag63,-0.0006419916389280411,-0.05745554043612688,0.0600746272886,0.0008442809913919924,2000,0.06187167625917269,False
sv_jump,matched,acf_absret_lag1,0.1776086019699335,0.06866446102749119,0.31790581640163584,0.001801226703888058,2000,0.5007227427362637,False
sv_jump,matched,acf_absret_lag5,0.15843741532635136,0.05861064491314299,0.29386387883109705,0.0016975377065245804,2000,0.4146461452146091,False
sv_jump,matched,acf_absret_lag10,0.13839794802111285,0.04345483285586454,0.27364439764124626,0.00168025638975738,2000,0.3659590462564185,False
sv_jump,matched,acf_absret_lag21,0.10609935411478605,0.017738820753341725,0.22883706046573554,0.0015178176179162003,2000,0.15840447240997177,True
sv_jump,matched,acf_absret_lag63,0.029939870411308328,-0.04255115003093216,0.1376662116914051,0.0012784429914369485,2000,0.039974696337049836,True
sv_jump,matched,acf_sqret_lag1,0.05601265422092555,-4.7246743520723886e-05,0.25226979067164407,0.001943494239110384,2000,0.5332894519731963,False
sv_jump,matched,acf_sqret_lag5,0.047608868730670224,-0.0024458875732574123,0.23143135639159146,0.0017248146040910505,2000,0.33648374197445374,False
sv_jump,matched,acf_sqret_lag10,0.038675189881535316,-0.0048173299392204934,0.1964938987763671,0.0015546934641687356,2000,0.25860000769071245,False
sv_jump,matched,acf_sqret_lag21,0.026782211334194225,-0.00905220000390355,0.15068212399108993,0.0012047041737406115,2000,0.04858286728322976,True
sv_jump,matched,acf_sqret_lag63,0.0019150288875196637,-0.026606075985238484,0.09559159310937897,0.0009321831737912627,2000,0.037394822586824354,True
sv_jump,matched,leadlag_ret_vs_future_sq_lag1,0.00028581461438871656,-0.07564440658258392,0.08478743734021416,0.001104536481984353,2000,-0.09471016076162476,False
sv_jump,matched,leadlag_ret_vs_future_sq_lag5,-5.843477252049087e-05,-0.07679830832779398,0.07504055805832716,0.0010575736369020862,2000,-0.06824443785000317,True
sv_jump,matched,leadlag_ret_vs_future_sq_lag21,0.0007509467541050175,-0.06682896904391859,0.06843928961054054,0.0009266100541006648,2000,-0.05072095039065012,True
sv_jump,matched,agg1d_sd,0.011802521306460222,0.009141241547105,0.015593333146885473,4.613619353127572e-05,2000,0.012118087297484344,True
sv_jump,matched,agg1d_skewness,0.027342825126865797,-2.213431459907553,2.2201879045972905,0.02935895806385909,2000,-0.7389961323250143,True
sv_jump,matched,agg1d_excess_kurtosis,10.220746731339322,2.7314756519874157,45.5690442207777,0.32310998927775525,2000,20.367350270538573,True
sv_jump,matched,agg1d_n_blocks,1258.0,1258.0,1258.0,0.0,2000,1258.0,True
sv_jump,matched,agg5d_sd,0.02645738077680324,0.020178478334231763,0.03601992618251047,0.00011152366417126543,2000,0.020960471928423846,True
sv_jump,matched,agg5d_skewness,0.09465577189832813,-1.2358556044042572,1.6074540352264755,0.0193378326162656,2000,-1.0487041835443138,True
sv_jump,matched,agg5d_excess_kurtosis,3.5956742363110448,0.9451108250136631,12.593004677665366,0.09034364388497604,2000,5.931460248671447,True
sv_jump,matched,agg5d_n_blocks,251.0,251.0,251.0,0.0,2000,251.0,True
sv_jump,matched,agg21d_sd,0.053626387589302195,0.038313854629957164,0.07726109549541305,0.00029308358405583703,2000,0.04209813495638222,True
sv_jump,matched,agg21d_skewness,0.14187338353386955,-1.1685519453844115,1.8802227119938244,0.02115891917948625,2000,-0.59184386699657,True
sv_jump,matched,agg21d_excess_kurtosis,1.2062949520003063,-0.3194882839944153,8.161878013169948,0.07175275744606073,2000,1.5622695674048126,True
sv_jump,matched,agg21d_n_blocks,59.0,59.0,59.0,0.0,2000,59.0,True
sv_jump,matched,w1_vs_market_standardised,0.13509142499531562,0.0783839375441631,0.19860036551263113,0.0008850500554633754,2000,,
sv_jump,matched,w1_sim_vs_sim_reference,0.06883692185791787,0.03608279284095761,0.14418031188002753,0.001156188273160352,1000,,
