object,model,period,statistic,real,sim_median,sim_p2.5,sim_p97.5,real_inside_sim_range,n_days,sigma_annual,comparison
sp500,stoch_vol,describe,w1_sim_vs_sim_reference,,0.05615884531356624,0.03148683033259552,0.1358859646331797,,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m2_count,37.0,35.0,26.0,44.0,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m3_count,11.0,9.0,4.0,15.0,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m5_count,3.0,1.0,0.0,3.0,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p2_count,18.0,35.0,26.0,44.0,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p3_count,9.0,9.0,4.0,15.0,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p5_count,4.0,1.0,0.0,3.0,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m2_freq,0.029411764705882353,0.02782193958664547,0.02066772655007949,0.034976152623211444,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m3_freq,0.008744038155802861,0.007154213036565978,0.003179650238473768,0.01192368839427663,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_below_m5_freq,0.0023847376788553257,0.000794912559618442,0.0,0.0023847376788553257,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p2_freq,0.014308426073131956,0.02782193958664547,0.02066772655007949,0.034976152623211444,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p3_freq,0.007154213036565978,0.007154213036565978,0.003179650238473768,0.01192368839427663,True,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,tail_above_p5_freq,0.003179650238473768,0.000794912559618442,0.0,0.0023847376788553257,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,acf_absret_lag1,0.5007227427362634,0.24256336365345932,0.12854913374678714,0.3897848108683756,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,acf_absret_lag5,0.4146461452146088,0.21720626210221206,0.11373144988697052,0.360288925591951,False,1258,0.19236867212948663,scale-free
sp500,stoch_vol,describe,acf_absret_lag10,0.3659590462564184,0.19125068452103106,0.08662827001441831,0.3291036591684341,False,1258,0.19236867212948663,scale-free
